Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
75	-27064.43	-26854.02	-210.413	0.03960062	3.851911e-05	0.08069345	0.06504593	0.320215	0.292583	0.132832	0.25437	3.49169e-16	2.7907e-08	0.00117101	3.99883	0.0109239	0.57294	0.0241691	0.00530881	0.381697	0.00496116	124.8043
80	-27073.23	-26861.81	-211.4252	0.01237257	3.536663e-05	0.06113989	0.05337803	0.321099	0.292467	0.131361	0.255073	1.22325e-49	5.23569e-25	1.34107e-10	4	0.0109199	0.572731	0.0219792	0.00711607	0.381558	0.00569573	125.5105
85	-27070.72	-26859.91	-210.8031	0.03697603	3.38057e-05	0.07090439	0.06454525	0.329225	0.288966	0.129789	0.25202	2.91128e-17	8.05999e-09	0.000699489	3.9993	0.0147575	0.543617	0.0231005	0.0108854	0.401022	0.00661701	146.4909
90	-27081.92	-26866.79	-215.1262	0.006442837	3.224324e-05	0.07643471	0.07083213	0.328998	0.288767	0.1297	0.252535	2.00639e-94	2.12153e-47	6.82438e-20	4	0.0201316	0.52751	0.0236619	0.01115	0.410768	0.00677783	136.2471
95	-27074.43	-26858.06	-216.3663	0.005017115	2.767071e-05	0.05465255	0.05828954	0.326477	0.286554	0.128706	0.258263	5.59381e-121	1.12034e-60	2.10644e-25	4	0.0172454	0.518955	0.0186076	0.0101634	0.419421	0.0156084	197.6462
100	-27072.66	-26855.37	-217.2942	0.05942694	2.705542e-05	0.04293506	0.04145202	0.326477	0.286554	0.128706	0.258263	4.10949e-11	9.55795e-06	0.0131911	3.9868	0.0151706	0.511727	0.0163689	0.0159573	0.428843	0.0119331	184.5738
105	-27080.27	-26860.25	-220.018	0.01277181	2.785576e-05	0.04417008	0.03882177	0.329599	0.281636	0.132235	0.25653	4.06062e-48	3.01645e-24	2.77383e-10	4	0.0164496	0.512968	0.0292485	0.0149906	0.414801	0.0115424	190.8594
110	-27079.94	-26859.85	-220.0934	0.03771614	2.80974e-05	0.04832398	0.03585978	0.330614	0.282503	0.129564	0.25732	6.07494e-17	1.16422e-08	0.000814777	3.99919	0.0166572	0.519443	0.0296177	0.0066578	0.420037	0.00758772	205.0305
115	-27075.76	-26857.81	-217.9508	0.05630158	2.653377e-05	0.04818745	0.03847007	0.330614	0.282503	0.129564	0.25732	1.12623e-11	5.00492e-06	0.0100848	3.98991	0.0166705	0.519856	0.0296412	0.00666309	0.420371	0.00679849	181.3971
120	-27084.85	-26865.48	-219.3723	0.07741525	2.461871e-05	0.05511432	0.04773577	0.328722	0.280887	0.128822	0.261568	9.25925e-09	0.000143253	0.0405854	3.95927	0.0149729	0.573017	0.0266229	0.00173784	0.377565	0.00608393	193.1728
125	-27073.94	-26853.08	-220.857	0.01832467	2.591265e-05	0.06504741	0.05948297	0.322363	0.284289	0.130383	0.262964	7.81198e-34	4.18187e-17	2.55258e-07	4	0.0171529	0.514691	0.0257575	0.00199086	0.432535	0.00787302	191.1888
130	-27075.16	-26853.58	-221.5807	0.0215461	2.550587e-05	0.05030703	0.04887031	0.324934	0.281449	0.134245	0.259371	6.37971e-29	1.19473e-14	2.66764e-06	4	0.0171672	0.515122	0.0257791	0.000743145	0.432897	0.00829173	191.1888
135	-27074.61	-26852.75	-221.8662	0.03396226	2.538713e-05	0.04689662	0.05380943	0.325527	0.281963	0.132666	0.259845	1.04574e-18	1.52798e-09	0.000350866	3.99965	0.0160407	0.540885	0.0242494	0.0017275	0.403618	0.0134796	188.6252
140	-27077.48	-26854.59	-222.8849	0.02124966	2.435521e-05	0.04812269	0.05803884	0.328925	0.275571	0.132946	0.262557	2.60021e-29	7.62753e-15	2.2144e-06	4	0.0161604	0.544921	0.0182429	0.00277092	0.406629	0.0112755	177.3752
145	-27083.62	-26859.98	-223.6373	0.04918361	2.381868e-05	0.04413845	0.04035451	0.320281	0.283663	0.135612	0.260444	3.19564e-13	8.43573e-07	0.00481702	3.99518	0.0109904	0.544544	0.0220815	0.00497783	0.406348	0.0110581	195.1069
150	-27088.75	-26864.52	-224.2318	0.03588445	2.373487e-05	0.03343751	0.03553015	0.319348	0.282837	0.138129	0.259685	9.30821e-18	4.55791e-09	0.000552165	3.99945	0.00685396	0.542366	0.0248546	0.00886592	0.404723	0.0123368	216.1402
155	-27081.32	-26855.27	-226.0554	0.0258021	2.423145e-05	0.04644946	0.04759196	0.321006	0.282148	0.137793	0.259053	2.59178e-24	2.40718e-12	2.4115e-05	3.99998	0.0101306	0.516317	0.0288762	0.00734741	0.414979	0.0223504	210.042
160	-27079.04	-26852.91	-226.1356	0.05663876	2.122052e-05	0.05439858	0.04757785	0.321066	0.287896	0.127428	0.26361	1.30395e-11	5.38522e-06	0.010396	3.9896	0.0100176	0.525978	0.0257779	0.0040413	0.427199	0.0069855	214.2614
165	-27076.47	-26850.4	-226.0689	0.01381259	2.233732e-05	0.06386772	0.05412046	0.325154	0.279957	0.13174	0.263149	1.44712e-44	1.80059e-22	1.51393e-09	4	0.00909827	0.521506	0.0344993	0.00440423	0.423567	0.0069261	213.3704
170	-27081.91	-26856.76	-225.1554	0.08569373	2.31551e-05	0.06386772	0.0618767	0.316721	0.2894	0.131403	0.262476	5.21548e-08	0.000339746	0.0580818	3.94158	0.0174142	0.533368	0.0352841	0.00638237	0.40221	0.00534122	226.1073
175	-27082.39	-26858.34	-224.0552	0.02025464	2.22289e-05	0.05661064	0.05110175	0.31908	0.288401	0.130949	0.26157	1.05494e-30	1.53649e-15	1.13892e-06	4	0.00643439	0.555708	0.019175	0.00811707	0.406624	0.00394143	234.1298
180	-27078.43	-26853.59	-224.8366	0.01523172	2.342666e-05	0.03935414	0.03700294	0.322509	0.28693	0.130038	0.260522	1.66505e-40	1.93117e-20	1.05375e-08	4	0.0111841	0.508236	0.0200804	0.00863263	0.425825	0.026041	225.1095
185	-27080.51	-26854.28	-226.2314	0.05298944	2.231975e-05	0.03827254	0.04037934	0.329638	0.284747	0.128669	0.256946	2.41805e-12	2.31973e-06	0.0073295	3.99267	0.0104048	0.512319	0.0202417	0.00881996	0.429246	0.0189688	205.2828
190	-27082.48	-26856.97	-225.5044	0.05281295	2.329343e-05	0.05259362	0.04333673	0.327216	0.282655	0.136541	0.253588	2.21568e-12	2.22057e-06	0.00719782	3.9928	0.00689857	0.531486	0.019289	0.0061174	0.432562	0.00364699	237.2574
195	-27077.82	-26852.87	-224.9501	0.03794401	2.366429e-05	0.03645456	0.03519334	0.324621	0.27785	0.13422	0.263309	7.57512e-17	1.30002e-08	0.000852939	3.99915	0.00655292	0.557646	0.0177576	0.00978973	0.398218	0.0100349	215.028
200	-27077.38	-26850.08	-227.2995	0.016858	2.213524e-05	0.04201533	0.02885837	0.326368	0.279345	0.129766	0.264521	1.0825e-36	1.55689e-18	6.51493e-08	4	0.0065796	0.559917	0.0177927	0.00579561	0.39984	0.0100757	215.028
205	-27073.36	-26846.84	-226.5167	0.05885127	2.178572e-05	0.04045645	0.03279973	0.322748	0.28276	0.131352	0.26314	3.27137e-11	8.52819e-06	0.0125815	3.98741	0.00642508	0.543621	0.0275862	0.00288219	0.407894	0.0115924	241.8016
210	-27078.14	-26854.32	-223.8114	0.06628972	2.318425e-05	0.03356195	0.03121874	0.316989	0.285164	0.132469	0.265378	4.59342e-10	3.19367e-05	0.0217653	3.9782	0.00408527	0.536831	0.0187332	0.00182301	0.424447	0.0140809	228.729
215	-27084.66	-26860.17	-224.4974	0.03447267	2.303492e-05	0.04460064	0.0326396	0.316989	0.285164	0.132469	0.265378	1.91365e-18	2.06689e-09	0.000397718	3.9996	0.00783072	0.572192	0.0228146	0.00624613	0.385289	0.00562737	225.7241
220	-27081.56	-26857.13	-224.4338	0.02656536	2.403963e-05	0.05074693	0.05080633	0.330258	0.279624	0.129896	0.260222	1.21326e-23	5.20783e-12	3.32166e-05	3.99997	0.00531342	0.541741	0.0239661	0.00765551	0.40692	0.0144038	189.3951
225	-27081.54	-26855.44	-226.1	0.02656536	2.298048e-05	0.04701904	0.03103742	0.325189	0.286962	0.131462	0.256387	1.21326e-23	5.20783e-12	3.32166e-05	3.99997	0.00494316	0.580743	0.0145684	0.00778075	0.378565	0.0134001	220.6051
230	-27083.01	-26857.39	-225.6151	0.0330432	2.322995e-05	0.03727263	0.03223864	0.325189	0.286962	0.131462	0.256387	3.36069e-19	8.66269e-10	0.000277259	3.99972	0.005086	0.538295	0.0156858	0.00331009	0.419629	0.0179942	230.6597
235	-27085.31	-26856.87	-228.4373	0.04417333	2.15993e-05	0.04867262	0.0559819	0.329378	0.278782	0.135252	0.256588	1.30769e-14	1.70718e-07	0.00248253	3.99752	0.0071964	0.545265	0.0156001	0.00322586	0.417335	0.0113775	244.0708
240	-27087.18	-26858.53	-228.6492	0.04944216	2.054691e-05	0.05214243	0.04539297	0.325898	0.284713	0.134406	0.254983	3.70299e-13	9.08052e-07	0.00496651	3.99503	0.00950436	0.51672	0.0165424	0.00262576	0.442543	0.0120647	261.8858
245	-27090.48	-26859.06	-231.4146	0.006820613	2.408406e-05	0.04001638	0.01740135	0.325898	0.284713	0.134406	0.254983	3.00707e-89	8.21295e-45	8.09284e-19	4	0.00613874	0.522449	0.0365798	0.00848696	0.42063	0.00571575	225.791
250	-27082.53	-26855.09	-227.4463	0.07429878	2.191852e-05	0.04192676	0.04147765	0.318634	0.282864	0.131303	0.2672	4.37108e-09	9.8452e-05	0.0347337	3.96517	0.00587729	0.587258	0.0212082	0.00723067	0.372421	0.0060045	227.1202
255	-27091.65	-26860.93	-230.7176	0.02995778	1.811434e-05	0.03970488	0.02965871	0.318634	0.282864	0.131303	0.2672	4.46783e-21	9.99083e-11	0.000113157	3.99989	0.0089429	0.590842	0.0297616	0.00371522	0.359619	0.00711927	271.7461
260	-27092.84	-26862	-230.8339	0.02010166	1.882664e-05	0.03273739	0.02685245	0.315088	0.291743	0.127628	0.265542	6.26654e-31	1.18423e-15	1.02226e-06	4	0.0115004	0.494411	0.0221072	0.00425792	0.462464	0.00525953	232.4536
265	-27093.19	-26860.13	-233.0628	0.02010166	1.748689e-05	0.03498945	0.03515992	0.31525	0.291894	0.129273	0.263583	6.26654e-31	1.18423e-15	1.02226e-06	4	0.00586996	0.55686	0.0217432	0.00259023	0.395489	0.0174478	259.7129
270	-27083.98	-26853.37	-230.6094	0.04136759	2.041861e-05	0.03317073	0.03392845	0.322525	0.286413	0.131754	0.259309	1.55702e-15	5.8922e-08	0.00159667	3.9984	0.00416384	0.557719	0.0245116	0.000975045	0.3961	0.01653	250.476
275	-27085.09	-26855.5	-229.5936	0.01059118	1.973972e-05	0.03705655	0.02810903	0.322195	0.285054	0.132323	0.260428	7.99991e-58	4.23473e-29	2.68619e-12	4	0.00407959	0.519649	0.0318186	0.00157526	0.433951	0.00892696	236.7123
280	-27087.53	-26859.68	-227.8527	0.01782198	2.104248e-05	0.03632384	0.02815438	0.322195	0.285054	0.132323	0.260428	9.24881e-35	1.43897e-17	1.63948e-07	4	0.00593552	0.511872	0.0313424	0.00245779	0.427456	0.0209361	222.8757
285	-27087.15	-26859.15	-228.0032	0.02170096	1.968907e-05	0.04002949	0.03828953	0.32482	0.283794	0.132109	0.259277	1.00971e-28	1.50301e-14	2.93425e-06	4	0.0071728	0.510764	0.0312745	0.0033663	0.426531	0.0208908	231.2449
290	-27080.96	-26852.82	-228.1416	0.04400178	1.883366e-05	0.03860123	0.03578188	0.326017	0.28484	0.134396	0.254748	1.15712e-14	1.60591e-07	0.00242034	3.99758	0.0145672	0.519924	0.0251731	0.0033749	0.42488	0.012081	246.2185
295	-27080.51	-26850.14	-230.3739	0.02409229	2.057808e-05	0.03049705	0.03271274	0.324561	0.277811	0.133795	0.263833	5.72463e-26	3.57805e-13	1.09337e-05	3.99999	0.0116153	0.533803	0.020072	0.00211903	0.413094	0.0192968	222.9981
300	-27081.21	-26853.42	-227.7953	0.01079798	2.135859e-05	0.0396635	0.03830553	0.324561	0.277811	0.133795	0.263833	9.81267e-57	1.4831e-28	4.51909e-12	4	0.0117561	0.531756	0.0235663	0.00218732	0.411511	0.0192228	224.9216
305	-27085.34	-26857.54	-227.8003	0.05195233	2.249009e-05	0.03620032	0.03034914	0.326902	0.282848	0.132565	0.257684	1.43458e-12	1.78692e-06	0.00657725	3.99342	0.00621053	0.569596	0.0174009	0.00195157	0.391696	0.0131445	236.6526
310	-27080.95	-26853.56	-227.3858	0.01761706	2.11675e-05	0.03814018	0.0354248	0.326902	0.282848	0.132565	0.257684	3.74243e-35	9.15363e-18	1.35887e-07	4	0.0121923	0.562112	0.0179929	0.00335441	0.387877	0.016471	236.6526
315	-27084.44	-26857.36	-227.087	0.04563292	2.111064e-05	0.04307888	0.0381544	0.32768	0.283521	0.130501	0.258297	3.56732e-14	2.81932e-07	0.00305694	3.99694	0.0115152	0.530899	0.0217873	0.00583027	0.411371	0.0185973	243.6735
320	-27081.26	-26850.71	-230.551	0.03474007	1.850605e-05	0.03992676	0.0381544	0.32337	0.286169	0.13172	0.258741	2.60779e-18	2.41275e-09	0.000424086	3.99958	0.00917963	0.532991	0.0194065	0.00676059	0.412992	0.0186706	260.3681
325	-27084.6	-26854.81	-229.7832	0.07052139	1.802281e-05	0.02798578	0.02267213	0.329557	0.280977	0.132984	0.256482	1.60997e-09	5.97692e-05	0.0282335	3.97171	0.0110446	0.554725	0.0196419	0.00477369	0.389272	0.0205432	248.4052
330	-27088.12	-26857.51	-230.6112	0.02134882	2.009247e-05	0.0252923	0.0167552	0.332486	0.284509	0.124655	0.25835	3.52048e-29	8.87517e-15	2.35808e-06	4	0.0111504	0.560039	0.0175045	0.00251569	0.393	0.0157903	243.4093
335	-27083.99	-26854.59	-229.4021	0.01762923	1.847627e-05	0.03435963	0.02792612	0.332486	0.284509	0.124655	0.25835	3.95134e-35	9.40564e-18	1.37427e-07	4	0.0130547	0.552605	0.0229826	0.00269739	0.392156	0.0165039	265.189
340	-27078.58	-26849.52	-229.0512	0.04393084	1.914918e-05	0.04223245	0.04067877	0.328439	0.281047	0.134747	0.255767	1.09974e-14	1.5656e-07	0.00239494	3.9976	0.00645315	0.498236	0.0200771	0.00602094	0.450623	0.0185893	238.9005
345	-27084.97	-26855.99	-228.9803	0.06164996	1.909811e-05	0.0424685	0.04012256	0.328439	0.281047	0.134747	0.255767	9.52671e-11	1.455e-05	0.0157048	3.98428	0.00645347	0.498261	0.022653	0.00713518	0.450646	0.014851	223.7655
350	-27084.74	-26856.22	-228.5174	0.03253523	2.117295e-05	0.02716386	0.0180454	0.328694	0.283401	0.127134	0.260771	1.74578e-19	6.24384e-10	0.000242039	3.99976	0.0121871	0.566412	0.0208528	0.00603004	0.380891	0.0136272	216.2822
355	-27079.37	-26850.25	-229.12	0.06153055	2.084772e-05	0.02782466	0.02085024	0.32342	0.285627	0.128133	0.26282	9.12009e-11	1.42362e-05	0.0155633	3.98442	0.0114889	0.533961	0.0245422	0.00675563	0.405398	0.0178538	249.2445
360	-27083.33	-26854.37	-228.9574	0.04421599	2.117518e-05	0.02545263	0.0168368	0.325541	0.2875	0.13147	0.255489	1.34788e-14	1.73321e-07	0.00249816	3.9975	0.00506995	0.579326	0.0225773	0.00366237	0.37294	0.0164244	225.1991
365	-27079.99	-26853.13	-226.8545	0.05662264	2.331215e-05	0.03753395	0.02320721	0.324788	0.286835	0.131166	0.257211	1.2949e-11	5.3665e-06	0.010381	3.98961	0.00797785	0.502134	0.0265522	0.00542082	0.438599	0.019316	214.0787
370	-27075.78	-26849.5	-226.2838	0.05526681	2.317782e-05	0.02936667	0.02653353	0.328194	0.279645	0.134522	0.257639	7.10371e-12	3.97525e-06	0.00916542	3.99083	0.00866884	0.545625	0.0195975	0.00486249	0.405694	0.0155515	221.5669
375	-27083.82	-26855.35	-228.4718	0.03696294	2.094766e-05	0.02940488	0.02980503	0.32533	0.285931	0.133348	0.255391	2.8729e-17	8.00669e-09	0.000697567	3.9993	0.00372911	0.502618	0.0230681	0.00246656	0.455503	0.012615	237.0477
380	-27080.87	-26851.08	-229.7954	0.01515605	1.873663e-05	0.03367172	0.03456111	0.32342	0.290122	0.132565	0.253892	1.05705e-40	1.53871e-20	9.58943e-09	4	0.00935379	0.536579	0.0224757	0.00175201	0.415707	0.0141331	270.2437
385	-27088.04	-26854.95	-233.082	0.02618973	1.740404e-05	0.02749804	0.02468214	0.329688	0.289583	0.12731	0.25342	5.74023e-24	3.58227e-12	2.84399e-05	3.99997	0.00990835	0.523671	0.0219351	0.0149435	0.413628	0.0159132	275.4096
390	-27088.72	-26854.91	-233.8116	0.04360407	1.691489e-05	0.02216929	0.01948269	0.325268	0.284756	0.136188	0.253787	8.68181e-15	1.39108e-07	0.00228034	3.99772	0.00978357	0.517076	0.0216589	0.0147553	0.421013	0.0157128	275.5269
395	-27087.75	-26855.86	-231.896	0.04366695	1.936383e-05	0.02860844	0.02729079	0.325268	0.284756	0.136188	0.253787	9.08842e-15	1.42328e-07	0.00230209	3.9977	0.00960742	0.507767	0.0265471	0.0110324	0.427149	0.0178977	275.1764
400	-27096.62	-26862.43	-234.1881	0.02454967	1.617923e-05	0.03102549	0.02159498	0.326383	0.284176	0.134496	0.254946	1.67223e-25	6.1151e-13	1.36569e-05	3.99999	0.00817958	0.533077	0.021572	0.00563197	0.41275	0.0187898	290.0563
405	-27090.19	-26857.15	-233.0384	0.04448899	1.875657e-05	0.02129044	0.01494906	0.325718	0.284457	0.134628	0.255197	1.63375e-14	1.90813e-07	0.00259984	3.9974	0.00683633	0.573159	0.0196595	0.00396644	0.376155	0.0202237	263.0084
410	-27093.18	-26859.63	-233.5507	0.02437569	1.831603e-05	0.02771572	0.02614987	0.324968	0.283148	0.134009	0.257875	1.11755e-25	4.99913e-13	1.25614e-05	3.99999	0.00850662	0.550233	0.0206872	0.00744026	0.390959	0.0221745	299.8371
415	-27096.91	-26861.68	-235.2356	0.008982042	1.638163e-05	0.03323252	0.02733283	0.324968	0.283148	0.134009	0.257875	5.23996e-68	3.42775e-34	2.06973e-14	4	0.0125582	0.561129	0.0173181	0.00773545	0.385854	0.0154051	315.4386
420	-27097.98	-26861.31	-236.6706	0.05594864	1.569873e-05	0.0394616	0.03689941	0.326833	0.284773	0.12904	0.259355	9.64262e-12	4.63121e-06	0.00976518	3.99023	0.010511	0.585212	0.0172568	0.00647445	0.351228	0.0293177	285.4013
425	-27092.66	-26854.58	-238.077	0.05388277	1.657648e-05	0.04010577	0.02855039	0.325702	0.285145	0.132799	0.256354	3.73053e-12	2.88109e-06	0.00801923	3.99198	0.0134663	0.496564	0.0221087	0.0082948	0.447458	0.0121079	321.8742
430	-27102.49	-26862.73	-239.7628	0.01901806	1.560467e-05	0.03944776	0.03254591	0.323627	0.282131	0.134536	0.259706	1.23195e-32	1.66058e-16	4.52388e-07	4	0.0103073	0.498825	0.0229448	0.0120349	0.449495	0.00639255	338.8057
435	-27087.96	-26850.35	-237.6102	0.009303774	1.529109e-05	0.04263407	0.04028757	0.328154	0.280243	0.133635	0.257968	1.08951e-65	4.94252e-33	6.26474e-14	4	0.00546445	0.491554	0.0226103	0.00655077	0.464186	0.00963455	291.7958
440	-27089.22	-26850.92	-238.3011	0.001564862	1.670551e-05	0.04454264	0.04028757	0.327801	0.279941	0.133491	0.258767	0	4.80702e-193	2.43355e-80	4	0.00375773	0.582192	0.0186136	0.00539282	0.382134	0.00791057	316.7266
445	-27084.85	-26848.53	-236.3174	0.02248748	1.689679e-05	0.04207487	0.03599083	0.321901	0.288595	0.132554	0.25695	9.42955e-28	4.59281e-14	4.66449e-06	4	0.00752349	0.542154	0.0171346	0.00452676	0.421379	0.00728203	290.5372
450	-27089.59	-26853.28	-236.3144	0.06068499	1.682434e-05	0.03965486	0.03823604	0.325403	0.286105	0.133759	0.254733	6.66382e-11	1.21699e-05	0.0145825	3.98541	0.00526396	0.52294	0.0167396	0.00471575	0.436569	0.0137718	261.4454
455	-27081.18	-26847.74	-233.4371	0.05101987	1.710124e-05	0.04347301	0.03915595	0.325403	0.286105	0.133759	0.254733	8.81037e-13	1.40047e-06	0.00594468	3.99405	0.00771494	0.563149	0.033205	0.00551818	0.386788	0.00362429	260.1255
460	-27099.26	-26863	-236.2551	0.03724264	1.780607e-05	0.03845294	0.03004272	0.325403	0.286105	0.133759	0.254733	3.80739e-17	9.21715e-09	0.000739525	3.99926	0.0117265	0.559327	0.0388596	0.00867182	0.369538	0.0118772	278.7096
465	-27088.41	-26852.58	-235.8296	0.02449462	1.747512e-05	0.02485671	0.01622923	0.327218	0.287701	0.129118	0.255963	1.47292e-25	5.73915e-13	1.3302e-05	3.99999	0.0114254	0.504378	0.0227998	0.00876839	0.441316	0.0113124	306.1873
470	-27081.77	-26848.05	-233.7169	0.01891089	1.766035e-05	0.02968016	0.02263595	0.321847	0.288701	0.13036	0.259091	8.15067e-33	1.35072e-16	4.1523e-07	4	0.00825437	0.522913	0.0243615	0.00281046	0.432761	0.00889996	268.8785
475	-27084.07	-26848.17	-235.8926	0.03791286	1.657073e-05	0.0221895	0.01829491	0.321102	0.283534	0.138332	0.257032	7.35116e-17	1.28067e-08	0.000847646	3.99915	0.00764759	0.521118	0.0266512	0.004438	0.431276	0.00886941	291.6336
480	-27085.08	-26847.68	-237.4046	0.03885966	1.63401e-05	0.03811752	0.02924913	0.325529	0.284287	0.136519	0.253664	1.79142e-16	1.99904e-08	0.00101964	3.99898	0.0088626	0.536573	0.0257122	0.00433112	0.41608	0.00844095	283.0236
485	-27084.85	-26850.61	-234.2408	0.001871912	1.66651e-05	0.03487578	0.03244454	0.324866	0.285744	0.136241	0.253148	1.38338e-322	1.72181e-161	3.03644e-67	4	0.00919965	0.538089	0.0255345	0.00949458	0.413206	0.00447677	257.794
490	-27091.12	-26854.9	-236.2195	0.06587095	1.632055e-05	0.03142343	0.02560915	0.331089	0.285407	0.130654	0.25285	4.02187e-10	2.98848e-05	0.0211735	3.9788	0.0110468	0.55787	0.0240959	0.0178907	0.386998	0.00209882	298.5953
495	-27091.02	-26854.93	-236.0954	0.00259966	1.727896e-05	0.03622255	0.0371015	0.331089	0.285407	0.130654	0.25285	1.43636e-232	1.79565e-116	1.46753e-48	4	0.0113645	0.564157	0.02299	0.0180923	0.381793	0.00160244	286.7925
500	-27086.18	-26849.66	-236.5189	0.04310631	1.800655e-05	0.02621835	0.02687897	0.323031	0.286788	0.131286	0.258895	6.01461e-15	1.1579e-07	0.0021132	3.99789	0.00960118	0.560918	0.022858	0.012238	0.391662	0.00272274	289.7402
505	-27090.79	-26855.73	-235.0633	0.02973398	1.739074e-05	0.02866391	0.02434809	0.324004	0.287652	0.131242	0.257101	3.1539e-21	8.39432e-11	0.000105271	3.99989	0.012177	0.590575	0.027707	0.0116332	0.348998	0.00890907	262.198
510	-27088.81	-26850.84	-237.9723	0.005864819	1.67018e-05	0.01637966	0.01127995	0.326595	0.281957	0.132291	0.259157	1.23787e-103	5.26989e-52	8.37345e-22	4	0.0122158	0.592457	0.0196349	0.00779789	0.364277	0.0036173	290.6388
515	-27099.46	-26862.82	-236.6354	0.05890685	1.742122e-05	0.02200424	0.01517786	0.318525	0.291327	0.133704	0.256445	3.34486e-11	8.6234e-06	0.0126396	3.98735	0.0126865	0.536523	0.0183369	0.00921256	0.418286	0.00495466	280.9707
