Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
1615	-27080.48	-26854.82	-225.6618	0.00210588	2.571517e-05	0.02555478	0.01792491	0.325397	0.28194	0.13211	0.260554	7.15169e-287	1.2671e-143	7.90236e-60	4	0.00803512	0.55866	0.0263606	0.00978937	0.388448	0.00870664	189.8672
1620	-27086.71	-26858.94	-227.7647	0.000735908	2.345712e-05	0.02898176	0.01994205	0.328241	0.280678	0.133265	0.257816	0	0	2.82777e-170	4	0.00923494	0.533014	0.0253217	0.00354306	0.418427	0.0104594	173.764
1625	-27088.82	-26860.64	-228.1817	0.01636353	2.36602e-05	0.03747843	0.02428815	0.324397	0.285839	0.12877	0.260994	9.02139e-38	4.4947e-19	3.8904e-08	4	0.0108151	0.521363	0.0211029	0.0030677	0.428544	0.0151073	218.6222
1630	-27085.77	-26861.45	-224.3156	0.05207022	2.4263e-05	0.03942392	0.03540231	0.323636	0.286278	0.128692	0.261394	1.52389e-12	1.84168e-06	0.00666016	3.99334	0.0114228	0.55066	0.0222888	0.00224621	0.39504	0.0183421	203.0563
1635	-27088.23	-26864.42	-223.8158	0.0264987	2.224215e-05	0.04631906	0.03553711	0.323188	0.287267	0.128514	0.261032	1.06402e-23	4.87704e-12	3.23243e-05	3.99997	0.0105982	0.510906	0.026449	0.00747752	0.425054	0.0195156	186.3762
1640	-27081.86	-26857.29	-224.5723	0.03571768	2.116504e-05	0.03887807	0.03240572	0.322183	0.286374	0.131221	0.260221	7.77216e-18	4.16495e-09	0.000531892	3.99947	0.00422608	0.515522	0.026688	0.00741048	0.428895	0.0172583	228.8002
1645	-27084.97	-26858.52	-226.4448	0.006583096	2.228891e-05	0.04919054	0.03891878	0.32327	0.283967	0.131664	0.261099	1.965e-92	2.09951e-46	1.76691e-19	4	0.010397	0.522364	0.0249943	0.00931235	0.412872	0.0200603	215.9015
1650	-27075.93	-26852.66	-223.2677	0.01832204	2.322468e-05	0.0465698	0.05109206	0.320294	0.285216	0.132243	0.262247	7.72765e-34	4.15924e-17	2.54684e-07	4	0.00865096	0.534311	0.0229844	0.0120235	0.413934	0.00809629	219.2944
1655	-27074.88	-26851.25	-223.6367	0.03768011	2.554988e-05	0.05316883	0.03931123	0.326288	0.290554	0.134039	0.249118	5.86517e-17	1.14395e-08	0.00080886	3.99919	0.00904622	0.548316	0.0213016	0.0116435	0.400851	0.00884104	203.4175
1660	-27087.25	-26865.02	-222.2309	0.03764443	2.750476e-05	0.05017963	0.0430668	0.318022	0.283193	0.130643	0.268142	5.66425e-17	1.12419e-08	0.000803033	3.9992	0.00656304	0.536915	0.0176908	0.00470574	0.424732	0.00939382	186.0074
1665	-27076.86	-26852.64	-224.212	0.06000096	2.453729e-05	0.05941184	0.04698308	0.321278	0.292821	0.134613	0.251289	5.13653e-11	1.06853e-05	0.0138159	3.98617	0.00652289	0.53363	0.02377	0.0046074	0.422133	0.00933635	208.107
1670	-27088.23	-26863.95	-224.2741	0.008051403	2.569353e-05	0.05661396	0.0443925	0.317041	0.285263	0.132143	0.265553	9.3685e-76	4.58369e-38	5.10724e-16	4	0.00789592	0.545242	0.0282248	0.00470765	0.397685	0.0162452	184.552
1675	-27079.53	-26862.68	-216.8511	0.04333058	2.757926e-05	0.04149678	0.03607794	0.316784	0.285032	0.132846	0.265338	7.10365e-15	1.25834e-07	0.00218741	3.99781	0.00750095	0.576652	0.0193745	0.00428844	0.375057	0.0171269	178.3119
1680	-27086.4	-26862.59	-223.8097	0.01358947	2.500503e-05	0.05435586	0.06291523	0.316909	0.285144	0.132898	0.265049	2.78529e-45	7.89958e-23	1.0755e-09	4	0.00494062	0.530541	0.0283474	0.00250875	0.414724	0.0189383	202.0696
1685	-27075.97	-26855.97	-219.9965	0.01252261	2.660227e-05	0.06063578	0.05505552	0.321485	0.289261	0.130698	0.258555	4.68281e-49	1.02438e-24	1.77184e-10	4	0.00883098	0.529186	0.028275	0.00360178	0.423988	0.00611744	190.6133
1690	-27077.27	-26856.56	-220.7091	0.02818215	2.309874e-05	0.05395055	0.05542854	0.322427	0.289588	0.13285	0.255136	2.42108e-22	2.32608e-11	6.18083e-05	3.99994	0.00820231	0.526577	0.0281356	0.00633437	0.421898	0.00885272	215.0406
1695	-27078.01	-26856.78	-221.2287	0.007760553	2.537356e-05	0.03433283	0.03387759	0.326028	0.281654	0.134334	0.257985	1.47641e-78	1.81968e-39	1.33857e-16	4	0.00702902	0.502425	0.0305381	0.00687526	0.438132	0.0150013	202.5883
1700	-27079.56	-26857.05	-222.5142	0.009974039	2.502466e-05	0.03128589	0.02149996	0.325614	0.286612	0.134163	0.25361	2.43136e-61	7.38298e-31	5.00359e-13	4	0.00570963	0.553548	0.0245075	0.00813662	0.399347	0.00875132	232.8359
1705	-27075.83	-26852.48	-223.3526	0.07951519	2.313021e-05	0.03451528	0.0275756	0.321294	0.290867	0.130464	0.257375	1.48529e-08	0.000181403	0.0447649	3.95505	0.00719031	0.550298	0.0243637	0.00657862	0.397003	0.0145661	221.6847
1710	-27083.68	-26856.65	-227.0238	0.03255478	2.138412e-05	0.04568365	0.04361186	0.321294	0.290867	0.130464	0.257375	1.79103e-19	6.32424e-10	0.000243328	3.99976	0.00499308	0.528768	0.0234104	0.00478499	0.428548	0.00949559	237.1008
1715	-27084.4	-26857.29	-227.1132	0.02031375	2.254989e-05	0.04662182	0.04532688	0.325149	0.288006	0.132001	0.254844	1.28741e-30	1.69736e-15	1.18697e-06	4	0.00504173	0.524769	0.0235626	0.0113113	0.42849	0.00682517	248.8464
1720	-27078.02	-26852.22	-225.7912	0.01297702	2.162887e-05	0.04475113	0.04532688	0.323155	0.286241	0.131192	0.259412	2.25952e-47	7.11542e-24	3.96057e-10	4	0.00883288	0.516809	0.0248549	0.0111397	0.429791	0.00857222	214.7782
1725	-27074.48	-26847.9	-226.5812	0.006446351	2.2598e-05	0.05848369	0.05310374	0.323193	0.285663	0.131702	0.259442	2.25603e-94	2.24965e-47	6.99249e-20	4	0.0106714	0.516865	0.0248576	0.0111409	0.429837	0.00662787	207.1569
1730	-27081.47	-26854.02	-227.4567	0.0390084	2.208163e-05	0.06575019	0.06433031	0.32048	0.294635	0.127621	0.257265	2.05242e-16	2.13969e-08	0.00104881	3.99895	0.00592027	0.539571	0.0239129	0.0107175	0.413502	0.00637599	215.5005
1735	-27077.25	-26851.5	-225.7496	0.03885351	2.331767e-05	0.06012386	0.05199199	0.326229	0.292142	0.126541	0.255088	1.78135e-16	1.99341e-08	0.00101845	3.99898	0.00906974	0.554172	0.022979	0.010299	0.397353	0.00612698	199.731
1740	-27078.04	-26853.76	-224.2778	0.05794006	2.290701e-05	0.04454015	0.03994977	0.326229	0.292142	0.126541	0.255088	2.25895e-11	7.08726e-06	0.0116512	3.98834	0.00867959	0.530333	0.0201369	0.00871989	0.42527	0.00685991	213.6242
1745	-27082.53	-26857.98	-224.5504	0.01933718	2.301033e-05	0.05529701	0.04709098	0.32334	0.289554	0.134278	0.252828	4.10209e-32	3.03008e-16	5.80633e-07	4	0.00876758	0.535053	0.020341	0.0106816	0.418227	0.00692945	197.7043
1750	-27080.95	-26852.9	-228.0501	0.07206417	2.182033e-05	0.03419965	0.01950326	0.324187	0.290313	0.130827	0.254674	2.45176e-09	7.37481e-05	0.0308077	3.96912	0.00867391	0.524216	0.0199291	0.0158536	0.41724	0.0140873	250.1362
1755	-27080.05	-26854.6	-225.4527	0.05628594	2.317641e-05	0.02826166	0.02011651	0.329748	0.287195	0.131119	0.251939	1.11855e-11	4.98785e-06	0.0100705	3.98992	0.00821734	0.496623	0.0211709	0.0150191	0.452494	0.00647558	222.3777
1760	-27084.31	-26857.27	-227.0368	0.03112191	2.299219e-05	0.04109153	0.04356988	0.326833	0.287547	0.131481	0.25414	2.52199e-20	2.37346e-10	0.000162031	3.99984	0.0079655	0.498751	0.0207236	0.00712991	0.454433	0.0109972	241.6549
1765	-27084.71	-26857.75	-226.9581	0.03647869	2.300101e-05	0.03843	0.03954292	0.323351	0.289048	0.132156	0.255445	1.74635e-17	6.24277e-09	0.000629139	3.99937	0.00740777	0.540063	0.0350992	0.00550506	0.407343	0.00458246	240.0696
1770	-27081.43	-26854.62	-226.8135	0.03647869	2.093738e-05	0.05211075	0.0430788	0.322726	0.28849	0.13223	0.256554	1.74635e-17	6.24277e-09	0.000629139	3.99937	0.0095466	0.543312	0.0244844	0.00614004	0.409794	0.00672348	223.2652
1775	-27079.18	-26851.95	-227.2245	0.02958591	2.266353e-05	0.03400663	0.02180095	0.321828	0.290471	0.131862	0.25584	2.49758e-21	7.47011e-11	0.000100297	3.9999	0.00946619	0.538736	0.0242782	0.00853794	0.412315	0.00666685	200.1213
1780	-27074.71	-26849.79	-224.9229	0.04439845	2.389172e-05	0.05038392	0.03828332	0.323338	0.283675	0.135946	0.257041	1.53319e-14	1.84849e-07	0.00256581	3.99743	0.0144885	0.530399	0.0240554	0.00542618	0.408532	0.0170991	207.5482
1785	-27079.75	-26856.33	-223.4177	0.08023871	2.256436e-05	0.05451712	0.04767109	0.322951	0.283837	0.136024	0.257188	1.73794e-08	0.000196214	0.0462472	3.95356	0.00865674	0.515807	0.0233937	0.0052769	0.432876	0.0139897	235.5142
1790	-27076.98	-26853.07	-223.9106	0.01001493	2.277076e-05	0.05267396	0.0455126	0.324607	0.285887	0.13046	0.259045	4.28847e-61	9.8052e-31	5.6289e-13	4	0.00991778	0.53941	0.0255696	0.0142848	0.397956	0.0128612	205.0582
1795	-27078.89	-26855.72	-223.1617	0.06676152	2.288361e-05	0.05769586	0.04827586	0.324942	0.282999	0.13563	0.256429	5.32459e-10	3.43833e-05	0.0224426	3.97752	0.0090627	0.531048	0.0257944	0.0120296	0.412642	0.00942354	199.1362
1800	-27082.12	-26854.47	-227.6488	0.05002113	2.24001e-05	0.06158787	0.06522623	0.324942	0.282999	0.13563	0.256429	5.12216e-13	1.06792e-06	0.00531221	3.99469	0.00745762	0.522716	0.0278232	0.00344306	0.432307	0.0062532	225.7072
1805	-27081.68	-26855.02	-226.6552	0.04803002	2.375552e-05	0.0531062	0.06330487	0.322203	0.284311	0.130565	0.262921	1.62418e-13	6.01455e-07	0.00418617	3.99581	0.00757389	0.520885	0.0275018	0.00404899	0.430793	0.00919722	214.987
1810	-27080.16	-26854.15	-226.0103	0.006213469	2.321114e-05	0.05894838	0.05351619	0.326469	0.282522	0.129744	0.261266	7.12673e-98	3.99849e-49	1.31291e-20	4	0.00730726	0.523248	0.0240735	0.00406736	0.432747	0.0085565	217.7946
1815	-27076.32	-26850.81	-225.5061	0.06114916	2.176157e-05	0.03390074	0.02446774	0.323973	0.291783	0.128752	0.255492	7.92497e-11	1.32711e-05	0.0151164	3.98487	0.00762456	0.534034	0.0215129	0.00363474	0.425649	0.0075449	218.2138
1820	-27088.56	-26861.12	-227.4479	0.07285766	2.061788e-05	0.02936608	0.02493136	0.329056	0.289589	0.127784	0.253571	3.0228e-09	8.18819e-05	0.0321753	3.96774	0.00710892	0.533772	0.0215024	0.00756161	0.42544	0.0046152	193.2443
1825	-27078.56	-26853.08	-225.4801	0.02755335	2.155479e-05	0.03548489	0.02761152	0.333164	0.279243	0.132334	0.255259	7.88004e-23	1.32711e-11	4.8969e-05	3.99995	0.00701285	0.548182	0.0220557	0.00633186	0.410385	0.00603281	234.2251
1830	-27085.28	-26856.6	-228.6831	0.05026248	2.299632e-05	0.0372465	0.04200412	0.321279	0.280379	0.136004	0.262338	5.851e-13	1.14135e-06	0.00546083	3.99454	0.00929235	0.513299	0.0223849	0.00372102	0.441297	0.0100064	199.3768
1835	-27086.82	-26858.74	-228.0857	0.02954002	2.273261e-05	0.04649323	0.04123118	0.325216	0.284474	0.137991	0.252319	2.32226e-21	7.20318e-11	9.87943e-05	3.9999	0.00812882	0.566647	0.0171274	0.00330896	0.39726	0.00752795	213.3572
1840	-27087.07	-26860.14	-226.9256	0.01147541	2.420544e-05	0.05193063	0.0472107	0.329465	0.282683	0.137122	0.25073	1.91955e-53	6.55918e-27	2.17791e-11	4	0.00716308	0.499327	0.0263224	0.00283604	0.457718	0.00663359	194.3219
1845	-27086.26	-26860.06	-226.2036	0.02870271	2.289483e-05	0.0494767	0.04053682	0.331733	0.278689	0.137122	0.252456	5.90771e-22	3.63337e-11	7.43723e-05	3.99993	0.00818481	0.496069	0.0284794	0.00266856	0.454732	0.00986614	217.1139
1850	-27092.24	-26865.31	-226.9377	0.09141457	2.229935e-05	0.04959287	0.04251599	0.327121	0.274814	0.135215	0.26285	1.43407e-07	0.000563085	0.0716253	3.92781	0.00815562	0.490426	0.0281554	0.0102806	0.449559	0.0134238	216.7411
1855	-27085.36	-26859.06	-226.3027	0.0181526	2.375792e-05	0.0523619	0.05623407	0.321641	0.293172	0.129931	0.255256	3.81354e-34	2.92187e-17	2.19969e-07	4	0.00981481	0.496512	0.0214694	0.00407927	0.455139	0.0129855	251.4018
1860	-27090.31	-26864.34	-225.9672	0.00131681	2.359974e-05	0.05917462	0.04713075	0.326922	0.288072	0.135348	0.249659	0	2.7842e-229	2.22057e-95	4	0.00861023	0.513878	0.0398294	0.00614048	0.414575	0.0169667	212.8189
1865	-27079.08	-26852.45	-226.6302	0.01884114	2.198872e-05	0.04753353	0.05074318	0.327541	0.288618	0.132166	0.251676	6.21364e-33	1.17935e-16	3.92498e-07	4	0.00818151	0.533475	0.0225954	0.00550983	0.414906	0.0153321	217.2689
1870	-27076.45	-26852.25	-224.2068	0.04784508	2.303746e-05	0.05111916	0.04992099	0.321751	0.283928	0.133598	0.260723	1.45276e-13	5.68839e-07	0.00409045	3.99591	0.00950019	0.520087	0.0219166	0.00222875	0.438815	0.00745195	222.4421
1875	-27087.03	-26863.61	-223.4266	0.01996681	2.344693e-05	0.06007384	0.0604631	0.323552	0.285517	0.128748	0.262183	3.93324e-31	9.38217e-16	9.281e-07	4	0.00721966	0.520435	0.0236926	0.00307702	0.439108	0.00646803	195.3997
1880	-27090.27	-26863.87	-226.3996	0.02427704	2.40923e-05	0.06828808	0.07090596	0.321754	0.283931	0.133588	0.260726	8.86961e-26	4.45367e-13	1.19734e-05	3.99999	0.00856092	0.500457	0.0230132	0.00765236	0.453673	0.00664364	215.0282
1885	-27081.34	-26854.33	-227.0136	0.008122884	2.109698e-05	0.06741237	0.07072227	0.321754	0.283931	0.133588	0.260726	4.26288e-75	9.77753e-38	6.99416e-16	4	0.00865629	0.498923	0.0195777	0.0076066	0.458727	0.00650967	244.39
1890	-27081.99	-26854.33	-227.6691	0.04712836	2.030451e-05	0.06741237	0.07283544	0.323257	0.282851	0.134158	0.259734	9.35145e-14	4.56413e-07	0.00373329	3.99627	0.00792191	0.495628	0.0233725	0.00879911	0.455697	0.00858142	244.2051
1895	-27078.23	-26850.6	-227.6374	0.03815772	2.091177e-05	0.06530724	0.06677731	0.323641	0.281999	0.134318	0.260043	9.29488e-17	1.44003e-08	0.000889911	3.99911	0.00825187	0.555692	0.0224381	0.00997753	0.390734	0.0129066	254.6449
1900	-27085.05	-26856.31	-228.7328	0.0481104	2.106692e-05	0.05596644	0.06171162	0.323963	0.282279	0.133456	0.260301	1.7044e-13	6.16124e-07	0.00422824	3.99577	0.00962525	0.556913	0.0197873	0.00999947	0.391593	0.0120816	243.8999
1905	-27097.67	-26864.91	-232.7582	0.01775559	2.007461e-05	0.05528735	0.06171162	0.323963	0.282279	0.133456	0.260301	6.91459e-35	1.24421e-17	1.54347e-07	4	0.00952081	0.550871	0.0310269	0.00505791	0.387344	0.0161799	214.7841
1910	-27083.4	-26856.33	-227.0767	0.03566999	2.210923e-05	0.05741777	0.05568327	0.326491	0.281224	0.132957	0.259328	7.37918e-18	4.05831e-09	0.000526199	3.99947	0.00932004	0.55059	0.0347037	0.00935444	0.379176	0.0168564	205.7342
1915	-27084.14	-26860.9	-223.233	0.0421368	2.302736e-05	0.05783462	0.05327833	0.327157	0.28195	0.131036	0.259857	2.87027e-15	7.99951e-08	0.00181262	3.99819	0.00981619	0.551698	0.0269144	0.00985242	0.396475	0.00524352	210.2699
1920	-27081.82	-26857.1	-224.7262	0.07417425	2.31786e-05	0.03975337	0.03486718	0.323296	0.292399	0.12949	0.254815	4.23637e-09	9.69241e-05	0.0345089	3.96539	0.0077501	0.547238	0.027761	0.0130359	0.393269	0.0109459	218.589
1925	-27081.17	-26855.41	-225.7651	0.06983389	2.40932e-05	0.0503485	0.04564611	0.325417	0.281523	0.13244	0.26062	1.32684e-09	5.42629e-05	0.0271231	3.97282	0.00658424	0.526794	0.0267239	0.00595316	0.423408	0.010537	206.8954
1930	-27085.58	-26859.68	-225.9024	0.02862569	2.165138e-05	0.04957065	0.04458761	0.322965	0.282368	0.133265	0.261402	5.18784e-22	3.40484e-11	7.23944e-05	3.99993	0.00896259	0.532165	0.0189757	0.00601385	0.427724	0.00615883	239.6126
1935	-27086.36	-26859.39	-226.9695	0.03255762	2.13155e-05	0.04318191	0.04458761	0.324144	0.286585	0.135255	0.254016	1.79769e-19	6.33599e-10	0.000243515	3.99976	0.00874267	0.531023	0.0176316	0.00746981	0.426806	0.00832721	229.1093
1940	-27081.99	-26855.04	-226.9551	0.006026773	2.077526e-05	0.04259353	0.03878185	0.329251	0.280715	0.130295	0.259739	7.10052e-101	1.26213e-50	3.12866e-21	4	0.0039807	0.538305	0.0234994	0.00732354	0.418449	0.00844279	228.1193
1945	-27080.26	-26852.87	-227.3903	0.01859835	2.015678e-05	0.03712754	0.02896677	0.329726	0.280517	0.130203	0.259555	2.37803e-33	7.29606e-17	3.2158e-07	4	0.00971923	0.536282	0.0249448	0.00735275	0.416877	0.00482373	201.1433
1950	-27082.12	-26854.91	-227.207	0.04456325	2.1958e-05	0.03388868	0.02744618	0.330436	0.27991	0.129921	0.259734	1.7208e-14	1.9583e-07	0.00262798	3.99737	0.00607378	0.523117	0.0281606	0.00750966	0.425773	0.00936517	243.3603
1955	-27076.79	-26850.09	-226.6939	0.05569056	2.283321e-05	0.04006558	0.03520948	0.325973	0.281775	0.130787	0.261465	8.59696e-12	4.373e-06	0.00953542	3.99046	0.00952638	0.540949	0.0291205	0.00507447	0.407531	0.00779888	198.0706
1960	-27078.09	-26850.95	-227.1412	0.02366134	2.185943e-05	0.04936622	0.04230442	0.327936	0.283473	0.133574	0.255017	2.00741e-26	2.11888e-13	8.7973e-06	3.99999	0.00930091	0.54396	0.0177787	0.00226756	0.409799	0.0168937	229.5331
1965	-27083.94	-26855.65	-228.2947	0.05571159	2.497696e-05	0.03334903	0.04045171	0.328597	0.276797	0.131423	0.263183	8.67809e-12	4.39357e-06	0.00955401	3.99044	0.00979466	0.512465	0.0189898	0.00238793	0.431554	0.0248094	200.4984
1970	-27086.37	-26860.38	-225.9837	0.03531877	2.437922e-05	0.04501274	0.03420181	0.328399	0.27663	0.131947	0.263024	5.01405e-18	3.3454e-09	0.000485671	3.99951	0.0065319	0.536075	0.0247343	0.00243982	0.407593	0.0226258	205.3917
1975	-27083.57	-26858	-225.569	0.06695156	2.408751e-05	0.03793947	0.03263111	0.324405	0.280931	0.134649	0.260015	5.64768e-10	3.54106e-05	0.0227186	3.97725	0.0067994	0.533207	0.0191764	0.00253974	0.424285	0.0139924	193.4981
1980	-27071.54	-26848.46	-223.0837	0.00864695	2.366777e-05	0.0347119	0.03224933	0.326458	0.282496	0.133414	0.257632	1.32372e-70	1.72288e-35	5.9827e-15	4	0.00779636	0.534717	0.0192307	0.00561058	0.425487	0.00715859	213.2806
1985	-27076.09	-26852.38	-223.7089	0.01699881	2.42442e-05	0.04799076	0.04335515	0.326993	0.282959	0.132547	0.257501	2.1392e-36	2.1886e-18	7.50396e-08	4	0.0078868	0.54716	0.0267982	0.00563524	0.401477	0.011043	202.7595
1990	-27080.8	-26855.97	-224.8293	0.03347405	2.426087e-05	0.05167849	0.03828465	0.326119	0.281663	0.123902	0.268317	5.76651e-19	1.13469e-09	0.000310114	3.99969	0.00986876	0.548995	0.0254863	0.00818658	0.393567	0.0138963	186.4229
1995	-27077.96	-26851.43	-226.5232	0.05045592	2.266522e-05	0.05502689	0.04517066	0.327171	0.280758	0.135219	0.256851	6.50339e-13	1.20328e-06	0.00558188	3.99442	0.0113603	0.498028	0.0247452	0.00794852	0.445519	0.0123993	203.3925
2000	-27069.51	-26846.7	-222.8102	0.01681304	2.496619e-05	0.05252958	0.04411653	0.325178	0.285139	0.134396	0.255287	8.6882e-37	1.3948e-18	6.22436e-08	4	0.006788	0.521242	0.0258986	0.0061039	0.432027	0.00794055	208.0899
2005	-27077.72	-26854.59	-223.128	0.0198052	2.618658e-05	0.03315922	0.02151046	0.326035	0.285891	0.13475	0.253324	2.23217e-31	7.06802e-16	8.25183e-07	4	0.00986364	0.531942	0.0251871	0.00548844	0.419803	0.00771587	210.6193
2010	-27074.93	-26852.11	-222.819	0.01920244	2.626462e-05	0.0324369	0.01870611	0.324913	0.282452	0.135336	0.257299	2.4805e-32	2.35628e-16	5.23087e-07	4	0.00959917	0.541844	0.0245118	0.00798973	0.408547	0.00750898	177.433
2015	-27072.88	-26851.29	-221.5906	0.02717712	2.324603e-05	0.04308188	0.03232427	0.326041	0.27832	0.136372	0.259267	3.92701e-23	9.3689e-12	4.23815e-05	3.99996	0.00689388	0.54331	0.0245781	0.00998689	0.409652	0.00557875	200.3334
2020	-27079.13	-26854.43	-224.6917	0.05064088	2.421238e-05	0.03353222	0.03407194	0.323047	0.288339	0.134134	0.25448	7.18963e-13	1.26515e-06	0.00569924	3.9943	0.00781124	0.544243	0.0254222	0.00413853	0.410356	0.00802875	228.6841
2025	-27082.58	-26859.19	-223.3916	0.07473371	2.489407e-05	0.02785361	0.02460012	0.326491	0.280029	0.136287	0.257193	4.87211e-09	0.000103938	0.0355245	3.96437	0.0109484	0.539404	0.0248883	0.0027895	0.406707	0.015263	231.3608
2030	-27075.85	-26854.33	-221.5165	0.03188665	2.458702e-05	0.04391284	0.03618173	0.322986	0.279196	0.136351	0.261467	7.33921e-20	4.04861e-10	0.00020222	3.9998	0.0070208	0.543684	0.0236378	0.00287703	0.407396	0.0153841	186.5139
2035	-27075.12	-26855.63	-219.4833	0.08412372	2.747248e-05	0.04141116	0.03488228	0.318804	0.290607	0.134057	0.256532	3.85729e-08	0.000292219	0.0545608	3.94515	0.00760315	0.534549	0.0251097	0.00652217	0.416575	0.00964106	178.8717
2040	-27076.71	-26857.42	-219.2839	0.04515687	2.454116e-05	0.03711315	0.02612137	0.323062	0.292661	0.131891	0.252386	2.58994e-14	2.40235e-07	0.00286054	3.99714	0.00704452	0.535125	0.0251367	0.00682419	0.417024	0.00884636	174.3109
2045	-27078.09	-26854.83	-223.2659	0.07798793	2.457902e-05	0.0370003	0.03449253	0.324292	0.284639	0.134978	0.256092	1.05595e-08	0.000152974	0.0417068	3.95814	0.0115856	0.534834	0.0251231	0.00682049	0.416702	0.00493517	185.1271
2050	-27079.33	-26856.08	-223.2528	0.07141182	2.503983e-05	0.03174229	0.02941966	0.325034	0.28529	0.135287	0.254388	2.05687e-09	6.75521e-05	0.0297054	3.97023	0.0116797	0.532121	0.0253271	0.00488784	0.420086	0.005898	185.4615
2055	-27081.85	-26858.69	-223.1629	0.08141985	2.330839e-05	0.03241007	0.0250633	0.325034	0.28529	0.135287	0.254388	2.23255e-08	0.000222366	0.0487126	3.95107	0.00586284	0.505873	0.026567	0.00253013	0.453561	0.00560706	199.0903
2060	-27081.83	-26856.69	-225.1384	0.01299456	2.345722e-05	0.02767009	0.02776199	0.325131	0.285077	0.135328	0.254464	2.60984e-47	7.64713e-24	4.08081e-10	4	0.0144762	0.497943	0.0245367	0.00722514	0.443882	0.0119371	202.9753
2065	-27079.47	-26854.14	-225.3307	0.04549061	2.52328e-05	0.03180777	0.02878745	0.325131	0.285077	0.135328	0.254464	3.24398e-14	2.68855e-07	0.00299729	3.997	0.0134849	0.518231	0.0268952	0.00456268	0.429432	0.00739407	186.1726
2070	-27075.65	-26854.5	-221.1561	0.01413896	2.657518e-05	0.04077	0.02708824	0.326804	0.284371	0.134992	0.253833	1.46757e-43	5.73387e-22	2.44833e-09	4	0.0150218	0.538458	0.025702	0.00541844	0.410379	0.00502006	172.8491
2075	-27076.68	-26857.54	-219.1378	0.008630836	2.876936e-05	0.05215373	0.05611964	0.326804	0.284371	0.134992	0.253833	9.81294e-71	1.4834e-35	5.6224e-15	4	0.0128285	0.521034	0.034157	0.00894889	0.407973	0.0150594	174.423
2080	-27073.95	-26854.75	-219.203	0.01503874	2.969628e-05	0.06625728	0.05083524	0.326804	0.284371	0.134992	0.253833	5.17867e-41	1.07702e-20	8.26979e-09	4	0.0119118	0.559698	0.0317162	0.00386947	0.378821	0.0139833	167.2277
2085	-27070.67	-26856.67	-213.992	0.04257959	3.17325e-05	0.04842335	0.04359439	0.319501	0.291267	0.13472	0.254513	4.04086e-15	9.49124e-08	0.00194588	3.99805	0.00674515	0.566673	0.024937	0.00394636	0.383541	0.0141576	149.0588
2090	-27068.64	-26854.57	-214.0634	0.07213849	3.314997e-05	0.0652259	0.06497024	0.332594	0.285662	0.132128	0.249616	2.5008e-09	7.44816e-05	0.0309345	3.96899	0.0107885	0.518093	0.024158	0.00360805	0.431401	0.0119517	155.789
2095	-27067.11	-26851.75	-215.3603	0.03886433	3.099055e-05	0.0704224	0.0646222	0.332594	0.285662	0.132128	0.249616	1.79912e-16	2.00333e-08	0.00102055	3.99898	0.0121005	0.541462	0.0263117	0.00374736	0.402922	0.0134571	154.1956
2100	-27071.55	-26853.7	-217.8482	0.05503514	3.179609e-05	0.0624969	0.04666106	0.325189	0.282381	0.128939	0.263491	6.39212e-12	3.77097e-06	0.00896693	3.99103	0.00975128	0.546934	0.0212744	0.00293677	0.406994	0.0121104	164.7901
2105	-27075.47	-26858.49	-216.9843	0.01883	3.026696e-05	0.07262927	0.06538189	0.327513	0.279665	0.133699	0.259123	5.94882e-33	1.15395e-16	3.88967e-07	4	0.00566493	0.545127	0.0209625	0.00626948	0.405649	0.0163271	153.0232
2110	-27068.71	-26852.65	-216.0586	0.05461249	2.72774e-05	0.05731147	0.05525604	0.330115	0.281887	0.130856	0.257142	5.26035e-12	3.421e-06	0.00861171	3.99138	0.0135612	0.520229	0.0217559	0.00650677	0.421002	0.0169451	168.5391
2115	-27067.01	-26848.88	-218.1356	0.0376376	2.931633e-05	0.04474818	0.0453504	0.324149	0.287248	0.13106	0.257543	5.62649e-17	1.12044e-08	0.00080192	3.9992	0.00492065	0.524745	0.0219447	0.00656326	0.424657	0.0171685	174.2067
2120	-27070.61	-26848.53	-222.0814	0.06314023	2.798856e-05	0.07273053	0.05717639	0.324149	0.287248	0.13106	0.257543	1.61932e-10	1.89672e-05	0.0175318	3.98245	0.00654763	0.52864	0.0208337	0.0104503	0.427809	0.00571864	179.8194
2125	-27073.07	-26853.87	-219.2088	0.06314023	2.893845e-05	0.07273053	0.07152472	0.321992	0.292986	0.127296	0.257727	1.61932e-10	1.89672e-05	0.0175318	3.98245	0.00688386	0.520785	0.0309166	0.00656616	0.427924	0.00692507	173.6751
2130	-27073.45	-26853.34	-220.1133	0.05726398	2.843013e-05	0.07273053	0.05890729	0.331619	0.283923	0.134702	0.249756	1.70324e-11	6.15441e-06	0.0109884	3.98901	0.00694331	0.525283	0.0311837	0.0037817	0.428964	0.00384436	190.9559
2135	-27076.44	-26856.12	-220.3113	0.02393469	2.809952e-05	0.08508612	0.07959756	0.329728	0.278683	0.132216	0.259373	3.91936e-26	2.96064e-13	1.01073e-05	3.99999	0.00714606	0.52593	0.0312221	0.00209955	0.429493	0.0041087	170.5107
