Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
7435	-27043.99	-26862.18	-181.8071	0.03896253	0.0001565056	0.8300827	0.8104014	0.329834	0.280577	0.133562	0.256027	1.96833e-16	2.09541e-08	0.00103975	3.99896	0.0100601	0.52174	0.0270392	0.00568528	0.426905	0.0085702	35.54932
7440	-27039.94	-26856.71	-183.2344	0.01130243	0.000150344	0.82935	0.811999	0.329535	0.280323	0.133441	0.2567	3.02189e-54	2.60253e-27	1.48398e-11	4	0.00819585	0.542172	0.0203648	0.00633363	0.410931	0.0120023	30.49432
7445	-27036.93	-26856.17	-180.7649	0.0419873	0.0001506545	0.8299705	0.8101859	0.328966	0.279839	0.134938	0.256257	2.55305e-15	7.54461e-08	0.00176912	3.99823	0.0119178	0.541137	0.0234406	0.00632154	0.410147	0.00703584	34.20435
7450	-27037.02	-26857.91	-179.1138	0.009356643	0.0001760654	0.8290148	0.8132935	0.331064	0.281624	0.129421	0.257891	2.52856e-65	7.52951e-33	7.46066e-14	4	0.0111852	0.53659	0.0232436	0.0148662	0.408342	0.00577314	32.33536
7455	-27023.98	-26846.37	-177.6123	0.02304802	0.0001720312	0.8282221	0.811657	0.322964	0.284573	0.131142	0.26132	4.22259e-27	9.71855e-14	6.36625e-06	3.99999	0.00971748	0.532215	0.0236232	0.0104112	0.414627	0.00940612	28.29237
7460	-27032.29	-26852.72	-179.5786	0.02985577	0.000173236	0.828986	0.8096795	0.322337	0.284021	0.130888	0.262754	3.81451e-21	9.23159e-11	0.000109506	3.99989	0.0139531	0.513338	0.0288276	0.00159203	0.434787	0.00750228	26.91795
7465	-27027.96	-26851.73	-176.2237	0.02653396	0.0001937339	0.8284903	0.8101689	0.322337	0.284021	0.130888	0.262754	1.1406e-23	5.04949e-12	3.27937e-05	3.99997	0.0134343	0.541808	0.0209672	0.00623945	0.39603	0.0215213	28.42405
7470	-27030.14	-26850.14	-180.0055	0.03793773	0.0001829092	0.8279049	0.8081184	0.321867	0.283607	0.132155	0.262371	7.52946e-17	1.2961e-08	0.00085187	3.99915	0.0113122	0.527163	0.021952	0.00845304	0.42307	0.00804897	26.26475
7475	-27033.67	-26855.99	-177.6841	0.0649893	0.0001724791	0.8292244	0.8083591	0.323486	0.279384	0.134568	0.262562	3.02341e-10	2.5913e-05	0.0199564	3.98002	0.00902041	0.54742	0.021022	0.00545211	0.409106	0.00797902	28.99688
7480	-27042.06	-26865.95	-176.1054	0.0518554	0.0001684248	0.8309519	0.8092492	0.324992	0.280685	0.139273	0.25505	1.3648e-12	1.74293e-06	0.00650958	3.99349	0.00799848	0.485402	0.0265982	0.00395993	0.470588	0.00545355	30.98938
7485	-27032.56	-26859.93	-172.6301	0.01832029	0.0001966283	0.8324784	0.8116192	0.324795	0.281122	0.139189	0.254894	7.67185e-34	4.1442e-17	2.54301e-07	4	0.00804475	0.509683	0.0235333	0.00353194	0.434781	0.0204256	27.95059
7490	-27030.36	-26855.19	-175.1692	0.02085553	0.0001976964	0.8332338	0.8088988	0.32838	0.279629	0.13845	0.253541	7.57894e-30	4.11812e-15	1.71464e-06	4	0.00887318	0.514901	0.0254129	0.0041925	0.439232	0.00738847	27.13878
7495	-27025.7	-26853.48	-172.2219	0.01676304	0.0001925654	0.8322386	0.8074192	0.328789	0.279977	0.134185	0.257049	6.79376e-37	1.2334e-18	5.91467e-08	4	0.00915711	0.513759	0.0255059	0.00199587	0.438258	0.0113237	27.76949
7500	-27037.94	-26860.49	-177.4417	0.006765082	0.0001813439	0.8324664	0.8056504	0.329755	0.28307	0.134579	0.252596	5.66988e-90	3.56629e-45	5.72456e-19	4	0.0145128	0.498142	0.0236663	0.0135941	0.434112	0.0159728	26.91489
7505	-27034.5	-26861.17	-173.3361	0.05691211	0.0001883605	0.8346232	0.8046639	0.329657	0.288092	0.134539	0.247712	1.46655e-11	5.71098e-06	0.0106526	3.98934	0.0111251	0.539748	0.0229186	0.0103557	0.406248	0.00960471	29.97121
7510	-27026.91	-26853.6	-173.3102	0.0160482	0.0001972507	0.833998	0.8026708	0.3259	0.289023	0.135534	0.249544	1.7075e-38	1.95549e-19	2.7542e-08	4	0.00690294	0.528481	0.0212068	0.00782261	0.425527	0.0100605	27.05892
7515	-27026.33	-26849.99	-176.3323	0.02601502	0.0001786377	0.8338542	0.8021354	0.327189	0.281864	0.132177	0.25877	4.02308e-24	2.99902e-12	2.64182e-05	3.99997	0.00716446	0.548502	0.0166271	0.00529483	0.414116	0.00829549	28.6987
7520	-27034.69	-26857.08	-177.6049	0.007971716	0.0001681736	0.8349349	0.803458	0.321338	0.285593	0.132	0.261069	1.67567e-76	1.93855e-38	3.57334e-16	4	0.0124903	0.582131	0.0176465	0.00259298	0.378223	0.00691661	30.35938
7525	-27041.84	-26860.85	-180.9804	0.001879369	0.0001703109	0.8346145	0.8013988	0.320404	0.28767	0.131616	0.26031	2.50985e-321	7.48398e-161	5.58752e-67	4	0.0179862	0.565611	0.027008	0.00811449	0.370946	0.0103345	29.1245
7530	-27040.19	-26863.98	-176.2058	0.05534928	0.0001763479	0.8344247	0.8009934	0.325047	0.285704	0.130717	0.258531	7.37413e-12	4.05018e-06	0.00923673	3.99076	0.0107043	0.574987	0.0181731	0.008249	0.377095	0.0107916	34.19321
7535	-27031.02	-26855.07	-175.9493	0.06969915	0.0001900858	0.8322537	0.8022877	0.32746	0.284683	0.13025	0.257607	1.27692e-09	5.32329e-05	0.0269081	3.97304	0.0074531	0.546561	0.0185046	0.0102662	0.405608	0.0116076	28.43094
7540	-27031.04	-26858.46	-172.5837	0.03921968	0.0002030422	0.8307661	0.8019779	0.329981	0.283489	0.12953	0.257001	2.48539e-16	2.35454e-08	0.00109129	3.99891	0.00654281	0.553737	0.0124698	0.00782499	0.410933	0.00849242	25.08206
7545	-27028.63	-26853.38	-175.2483	0.06194324	0.0001891208	0.8319145	0.8034849	0.329981	0.283489	0.12953	0.257001	1.05964e-10	1.53447e-05	0.0160553	3.98393	0.0110115	0.540412	0.0235532	0.00668714	0.401045	0.0172913	27.2052
7550	-27029.44	-26853.2	-176.2367	0.09482031	0.0001979499	0.8318101	0.803704	0.323768	0.280903	0.132331	0.262998	2.4711e-07	0.000738925	0.0801687	3.91909	0.0053414	0.53329	0.0237943	0.00408262	0.413608	0.0198839	24.44429
7555	-27025.41	-26852.04	-173.3751	0.008738973	0.0002118184	0.8311353	0.8050819	0.324744	0.281705	0.129803	0.263748	7.16098e-70	4.00719e-35	8.49258e-15	4	0.00468272	0.544925	0.0243135	0.00665145	0.406058	0.0133686	24.6877
7560	-27029.51	-26853.27	-176.2387	0.05042401	0.0002202658	0.8312582	0.8054133	0.324744	0.281705	0.129803	0.263748	6.39131e-13	1.19287e-06	0.00556179	3.99444	0.00477582	0.555759	0.0247969	0.00984672	0.391621	0.0132003	21.41626
7565	-27035.02	-26862.36	-172.6564	0.02997831	0.0002051235	0.8317399	0.8066205	0.326913	0.283587	0.13067	0.25883	4.61165e-21	1.01503e-10	0.000113903	3.99989	0.0137587	0.532667	0.0304789	0.0197429	0.390623	0.0127293	23.4772
7570	-27032.69	-26858.3	-174.3934	0.00820867	0.0002197712	0.8334261	0.8082793	0.328264	0.284758	0.127079	0.259899	2.5368e-74	2.38516e-37	1.01268e-15	4	0.00785863	0.516186	0.0288939	0.0297864	0.410154	0.00712036	25.76894
7575	-27027.01	-26855.28	-171.7301	0.03424874	0.0002337735	0.8354788	0.8085043	0.331067	0.279301	0.12795	0.261681	1.47126e-18	1.81233e-09	0.000376612	3.99962	0.0144154	0.520936	0.0166948	0.0156771	0.413928	0.018349	22.78479
7580	-27026.64	-26853.93	-172.7069	0.005761814	0.0002125553	0.8352392	0.8103937	0.325733	0.278945	0.133976	0.261347	1.80919e-105	6.37104e-53	3.48397e-22	4	0.00697343	0.557601	0.0178699	0.0135675	0.387593	0.0163947	23.4402
7585	-27026.81	-26855.43	-171.3727	0.05618296	0.0002095359	0.8345224	0.8100643	0.325617	0.281798	0.133048	0.259537	1.0692e-11	4.8766e-06	0.00997668	3.99002	0.00931389	0.544332	0.0178423	0.0114153	0.399087	0.0180089	24.3892
7590	-27036.28	-26860.44	-175.8436	0.03487759	0.0001966101	0.8332397	0.8061367	0.328017	0.280795	0.132574	0.258613	3.05206e-18	2.61016e-09	0.000438152	3.99956	0.00964981	0.511127	0.0189988	0.00477879	0.447809	0.00763696	29.51646
7595	-27035.08	-26859.92	-175.1665	0.03031876	0.0002029819	0.8335041	0.8062303	0.325737	0.288038	0.129504	0.256721	7.75082e-21	1.31587e-10	0.000126856	3.99987	0.00991921	0.525397	0.0166962	0.00776724	0.431747	0.00847394	30.20177
7600	-27023.51	-26849.76	-173.7508	0.03576219	0.0001941332	0.8348283	0.8058691	0.329003	0.279898	0.133078	0.25802	8.15678e-18	4.26675e-09	0.000537247	3.99946	0.00802526	0.513417	0.020111	0.0107935	0.436224	0.0114293	28.10761
7605	-27031.25	-26854.95	-176.3043	0.01148622	0.0001909619	0.8318201	0.8035994	0.328753	0.285225	0.129175	0.256847	2.15063e-53	6.94277e-27	2.22989e-11	4	0.00785171	0.506754	0.0319252	0.00615569	0.430562	0.0167512	25.93074
7610	-27027.93	-26853.1	-174.8292	0.05891672	0.0001756344	0.8286682	0.8027107	0.328753	0.285225	0.129175	0.256847	3.35807e-11	8.6404e-06	0.0126499	3.98734	0.00761384	0.545381	0.0281905	0.00765323	0.393134	0.0180281	29.77071
7615	-27031.32	-26855.43	-175.8822	0.03626284	0.0001995557	0.8277173	0.8018297	0.329522	0.285893	0.129478	0.255107	1.39285e-17	5.57534e-09	0.000600307	3.9994	0.00820644	0.510218	0.0159831	0.00860525	0.45348	0.00350768	26.57066
7620	-27037.72	-26860.44	-177.2775	0.03987428	0.0001915384	0.8257831	0.8012867	0.318406	0.289768	0.133261	0.258565	4.43971e-16	3.14675e-08	0.00123082	3.99877	0.0102667	0.483253	0.0318381	0.0120443	0.455762	0.00683568	26.47632
7625	-27032.95	-26854.98	-177.9703	0.02309379	0.0001735971	0.827031	0.7993216	0.318741	0.287623	0.136986	0.256651	4.75723e-27	1.03154e-13	6.52568e-06	3.99999	0.0102318	0.48161	0.0253436	0.00627721	0.461053	0.0154845	26.47219
7630	-27029.89	-26849.15	-180.747	0.02423858	0.0001786309	0.8279758	0.8000687	0.328473	0.283514	0.135029	0.252984	8.10147e-26	4.25647e-13	1.17505e-05	3.99999	0.0119099	0.532293	0.0240611	0.00730679	0.415744	0.00868559	28.53027
7635	-27027.7	-26847.36	-180.3374	0.01984792	0.0001726704	0.8270484	0.8002492	0.326546	0.281851	0.130188	0.261415	2.59506e-31	7.62089e-16	8.5138e-07	4	0.00816049	0.514636	0.0228342	0.0106146	0.441182	0.00257336	28.06749
7640	-27037.99	-26859.32	-178.6722	0.01308723	0.0001828034	0.8259603	0.8000929	0.329294	0.284727	0.131283	0.254696	5.55505e-47	1.11566e-23	4.77334e-10	4	0.00787011	0.547766	0.0190748	0.00357826	0.420155	0.00155546	29.25388
7645	-27022.43	-26845.52	-176.9074	0.02113722	0.0001893957	0.8260688	0.8003179	0.327931	0.283558	0.130744	0.257767	1.83782e-29	6.41261e-15	2.06057e-06	4	0.0085974	0.527657	0.0206121	0.00280569	0.41984	0.0204881	24.24709
7650	-27026.14	-26848.46	-177.6768	0.04057672	0.000192191	0.8265908	0.8006777	0.327622	0.283291	0.131563	0.257525	8.10378e-16	4.25112e-08	0.00139443	3.99861	0.00622401	0.532737	0.019855	0.00424323	0.421078	0.0158631	27.0908
7655	-27031.55	-26852.97	-178.5787	0.05611783	0.0001692693	0.828429	0.7994139	0.326915	0.283779	0.132338	0.256969	1.03902e-11	4.80733e-06	0.00991762	3.99008	0.0063274	0.535721	0.0199663	0.00386193	0.423437	0.010686	28.17655
7660	-27032.43	-26855.37	-177.0551	0.08767853	0.0001758478	0.8286088	0.7969203	0.328888	0.284086	0.128506	0.25852	7.51964e-08	0.000407879	0.0626578	3.93693	0.00623331	0.527755	0.031607	0.0018924	0.41714	0.0153718	30.42147
7665	-27033.48	-26854.9	-178.5861	0.02720119	0.0001889377	0.8291029	0.797799	0.328888	0.284086	0.128506	0.25852	4.10833e-23	9.58272e-12	4.27802e-05	3.99996	0.00619167	0.52423	0.0313959	0.00623895	0.414354	0.0175889	26.29869
7670	-27029.72	-26854.75	-174.9724	0.0745867	0.0001676538	0.8306599	0.7953248	0.328628	0.283861	0.132149	0.255361	4.69731e-09	0.000102057	0.0352562	3.96464	0.00940924	0.522086	0.0312675	0.00475134	0.41266	0.0198257	33.02685
7675	-27037.33	-26859.16	-178.1639	0.02249616	0.0001602563	0.8309249	0.7952403	0.330589	0.281117	0.135402	0.252893	9.65632e-28	4.64771e-14	4.68755e-06	4	0.00819446	0.533435	0.0259421	0.00592332	0.413536	0.0129691	30.5404
7680	-27032.95	-26855.15	-177.8038	0.05524048	0.0001697558	0.8322888	0.7966373	0.32483	0.288378	0.127369	0.259424	7.01931e-12	3.95157e-06	0.00914272	3.99085	0.00823194	0.535875	0.0260607	0.00650904	0.415427	0.00789591	31.13834
7685	-27036.14	-26856.69	-179.4539	0.03765197	0.0001660675	0.8342818	0.7961957	0.32483	0.288378	0.127369	0.259424	5.70614e-17	1.12834e-08	0.000804261	3.9992	0.00860387	0.548323	0.0192754	0.0053009	0.408418	0.0100793	28.54832
7690	-27034.52	-26855.77	-178.7517	0.02066196	0.0001666411	0.8342755	0.7949018	0.325174	0.286105	0.130577	0.258143	4.06602e-30	3.01638e-15	1.50683e-06	4	0.00723717	0.509848	0.0179229	0.00903931	0.452609	0.00334357	27.09772
7695	-27032.09	-26850.04	-182.0478	0.04620759	0.0001601307	0.8331492	0.7933147	0.325174	0.286105	0.130577	0.258143	5.20458e-14	3.40522e-07	0.00330605	3.99669	0.00746492	0.540129	0.0194951	0.00399648	0.422432	0.00648243	28.30671
7700	-27032.8	-26849.09	-183.7068	0.04620759	0.0001566773	0.8339889	0.7938819	0.325174	0.286105	0.130577	0.258143	5.20458e-14	3.40522e-07	0.00330605	3.99669	0.00743164	0.537721	0.0194082	0.00456265	0.420549	0.010328	30.81216
7705	-27036.28	-26856.08	-180.2013	0.01553719	0.0001449575	0.8339381	0.7910955	0.318411	0.288973	0.131886	0.26073	9.96636e-40	4.72458e-20	1.52751e-08	4	0.0114444	0.544317	0.0205059	0.00365752	0.398423	0.0216521	35.29887
7710	-27040.35	-26859.81	-180.5374	0.01867558	0.0001679457	0.8350603	0.7911183	0.326443	0.279005	0.131899	0.262653	3.23642e-33	8.51156e-17	3.42816e-07	4	0.00470747	0.488714	0.0236609	0.00706378	0.459724	0.0161298	33.10463
7715	-27031.34	-26850.03	-181.3031	0.07040735	0.0001509377	0.8344922	0.7904676	0.324379	0.283082	0.131547	0.260992	1.55955e-09	5.88263e-05	0.0280478	3.97189	0.00688035	0.530939	0.0234657	0.0115577	0.420038	0.00711941	33.92246
7720	-27029.6	-26850.02	-179.5838	0.05643269	0.0001584424	0.8358224	0.7897897	0.329423	0.28711	0.12871	0.254756	1.19251e-11	5.15004e-06	0.0102051	3.98979	0.00600618	0.562689	0.0187446	0.00687961	0.393873	0.0118072	32.13899
7725	-27030.16	-26849.85	-180.3126	0.04052795	0.0001678023	0.8361028	0.7899016	0.3259	0.280396	0.13223	0.261474	7.77746e-16	4.16467e-08	0.00138259	3.99862	0.00925906	0.564229	0.0179921	0.0028899	0.394951	0.0106783	32.14515
7730	-27033.8	-26852.8	-180.9963	0.04786271	0.000171281	0.8379158	0.7910785	0.324542	0.28567	0.131679	0.258109	1.46835e-13	5.71883e-07	0.00409951	3.9959	0.0125115	0.511586	0.0173238	0.00544137	0.440626	0.0125115	29.79958
7735	-27028.62	-26847.29	-181.3296	0.02575258	0.0001646497	0.8373162	0.7924893	0.327862	0.280848	0.13054	0.26075	2.33741e-24	2.28601e-12	2.36037e-05	3.99998	0.00740455	0.573624	0.0248258	0.00663937	0.380903	0.00660251	30.93333
7740	-27041.2	-26858.62	-182.5745	0.04403969	0.0001609993	0.8396398	0.7920823	0.326731	0.281504	0.131915	0.25985	1.18892e-14	1.62783e-07	0.00243399	3.99757	0.00791607	0.513919	0.0222418	0.00565779	0.446631	0.00363504	33.47175
7745	-27031.52	-26846.85	-184.6775	0.004259737	0.0001498426	0.8411852	0.7928005	0.326731	0.281504	0.131915	0.25985	2.58003e-142	2.40623e-71	7.86971e-30	4	0.00419349	0.521819	0.0220595	0.00293695	0.442971	0.0060195	31.73634
7750	-27039.84	-26850.96	-188.8769	0.02029853	0.0001391082	0.8408502	0.7917167	0.328516	0.283042	0.132636	0.255807	1.22318e-30	1.65448e-15	1.17443e-06	4	0.00760678	0.508412	0.0273291	0.00305809	0.446653	0.00694117	33.90217
7755	-27039.74	-26853.56	-186.1836	0.01337995	0.0001615597	0.8434005	0.7908458	0.329326	0.285365	0.128871	0.256438	5.63771e-46	3.55409e-23	7.72066e-10	4	0.00903273	0.521267	0.0244156	0.00568961	0.432868	0.00672695	34.44301
7760	-27037.61	-26850.21	-187.3996	0.01258091	0.0001301446	0.843355	0.7899551	0.329203	0.285258	0.129197	0.256342	7.8218e-49	1.32392e-24	1.97086e-10	4	0.0096578	0.557339	0.0261052	0.00230327	0.398104	0.00649064	35.79789
7765	-27040.76	-26857.9	-182.8591	0.001238177	0.0001473785	0.8448008	0.7903309	0.329418	0.285444	0.12863	0.256509	0	8.44619e-244	2.09381e-101	4	0.00932842	0.564845	0.0252149	0.00744539	0.384527	0.00863935	36.40649
7770	-27051.77	-26866.94	-184.8336	0.02908263	0.0001507072	0.8457774	0.790883	0.333609	0.277366	0.129213	0.259812	1.11022e-21	4.98071e-11	8.47711e-05	3.99992	0.00510709	0.557837	0.0168215	0.0064904	0.406175	0.00756845	31.10366
7775	-27046.07	-26864.87	-181.1921	0.04034857	0.0001551886	0.8466266	0.7930999	0.333609	0.277366	0.129213	0.259812	6.68043e-16	3.85985e-08	0.00133967	3.99866	0.0107673	0.536212	0.0174788	0.00366532	0.424121	0.00775559	36.34608
7780	-27044.44	-26865.7	-178.7475	0.01572194	0.0001718438	0.8463851	0.7952537	0.324679	0.281017	0.131073	0.263232	2.84362e-39	7.98039e-20	1.89873e-08	4	0.010764	0.536046	0.0174734	0.00366418	0.423989	0.0080633	32.67233
7785	-27036.07	-26856.35	-179.7172	0.02676264	0.0001485469	0.844887	0.7960211	0.325412	0.286366	0.12675	0.261472	1.78238e-23	6.31208e-12	3.59756e-05	3.99996	0.0037965	0.548661	0.0224037	0.00320488	0.411563	0.010371	36.98432
7790	-27042.92	-26857.39	-185.5229	0.006557736	0.0001358745	0.8457802	0.7963889	0.327628	0.281505	0.127613	0.263253	8.70349e-93	1.39728e-46	1.49218e-19	4	0.0070499	0.528715	0.0268045	0.00319066	0.409737	0.0245031	37.87405
7795	-27045.22	-26859.4	-185.8204	0.02167713	0.0001585868	0.8423155	0.7970536	0.327083	0.281733	0.127717	0.263467	9.41241e-29	1.45116e-14	2.89181e-06	4	0.0116157	0.524842	0.0271026	0.00279338	0.40887	0.0247756	31.5916
7800	-27041.09	-26852.04	-189.0547	0.03388387	0.0001319292	0.8423962	0.7952157	0.325323	0.280217	0.13241	0.262049	9.51517e-19	1.45752e-09	0.000344061	3.99966	0.0106592	0.513332	0.0265082	0.00310319	0.43481	0.0115882	36.82026
7805	-27041.08	-26855.82	-185.2617	0.005943303	0.0001337663	0.8412797	0.7951305	0.32488	0.285446	0.130804	0.258871	2.80735e-102	2.50963e-51	1.60035e-21	4	0.00915149	0.526744	0.0251112	0.00335341	0.411895	0.0237456	39.23883
7810	-27046.87	-26861.32	-185.5494	0.03504118	0.0001405396	0.8423152	0.7951749	0.32488	0.285446	0.130804	0.258871	3.67424e-18	2.86384e-09	0.000455341	3.99954	0.00786653	0.518757	0.0508325	0.00624655	0.405649	0.0106482	39.78835
7815	-27044.07	-26857.08	-186.9858	0.0188443	0.0001424312	0.8400963	0.7938489	0.320333	0.284554	0.137052	0.258061	6.29077e-33	1.18665e-16	3.93504e-07	4	0.00614324	0.508661	0.0363086	0.00605151	0.433748	0.00908692	32.29735
7820	-27036.62	-26852.25	-184.3761	0.01415057	0.0001492734	0.8395227	0.7946105	0.329606	0.284454	0.131348	0.254593	1.59054e-43	5.96925e-22	2.48955e-09	4	0.00705912	0.548465	0.0249874	0.00597804	0.401591	0.0119195	34.17467
7825	-27038.76	-26853.94	-184.8273	0.02627737	0.0001373143	0.8370441	0.7982179	0.329606	0.284454	0.131348	0.254593	6.84845e-24	3.91279e-12	2.95007e-05	3.99997	0.00925347	0.515849	0.0216255	0.00802333	0.438368	0.00688099	38.30666
7830	-27043.6	-26856.49	-187.1106	0.01631879	0.0001489308	0.839493	0.7990921	0.330962	0.287354	0.129394	0.25229	7.15165e-38	4.00192e-19	3.70737e-08	4	0.00981528	0.547168	0.0292851	0.00765537	0.396239	0.00983726	33.26124
7835	-27034.62	-26851.71	-182.9095	0.01734254	0.0001465037	0.8377168	0.7987389	0.32253	0.281223	0.134479	0.261767	1.07699e-35	4.91058e-18	1.0494e-07	4	0.00933464	0.56244	0.0269293	0.00734581	0.384511	0.00943948	32.2163
7840	-27039.36	-26855.14	-184.2227	0.01762604	0.0001385735	0.8403178	0.7992553	0.32482	0.281361	0.133655	0.260164	3.89538e-35	9.3388e-18	1.37021e-07	4	0.0114098	0.518707	0.031055	0.00357236	0.426072	0.00918388	34.53033
7845	-27043.53	-26859.31	-184.2211	0.01241855	0.0001442019	0.8415281	0.8004674	0.32528	0.286036	0.129118	0.259565	1.85217e-49	6.44249e-25	1.46163e-10	4	0.0101045	0.526853	0.030274	0.00527751	0.418331	0.00915938	33.32219
7850	-27041.75	-26859.87	-181.8846	0.0422658	0.0001575509	0.8441428	0.8016837	0.324506	0.285355	0.128811	0.261329	3.17338e-15	8.41121e-08	0.00185075	3.99815	0.00919496	0.525796	0.027549	0.00893741	0.413495	0.0150271	32.10351
7855	-27038.84	-26857.37	-181.4715	0.1075152	0.0001461295	0.8422576	0.8002589	0.324506	0.285355	0.128811	0.261329	1.3859e-06	0.00174783	0.11451	3.88374	0.00853016	0.538047	0.0289244	0.00865398	0.400382	0.0154621	37.02245
7860	-27035.19	-26853.69	-181.4955	0.007340762	0.0001499657	0.84372	0.8009279	0.328307	0.281135	0.133092	0.257465	5.40443e-83	1.10099e-41	1.607e-17	4	0.00568262	0.541313	0.0313889	0.0054455	0.402811	0.013359	34.59456
7865	-27044.48	-26861.86	-182.6214	0.01681418	0.0001613904	0.8452826	0.8008227	0.329071	0.279462	0.133402	0.258064	8.73671e-37	1.39869e-18	6.23156e-08	4	0.0059265	0.564544	0.0284369	0.00919999	0.380404	0.0114888	34.96799
7870	-27035.88	-26854.91	-180.9658	0.003090536	0.0001455161	0.8455522	0.8000087	0.329828	0.280105	0.13141	0.258657	8.7388e-196	4.4289e-98	6.30908e-41	4	0.00866843	0.492655	0.0190802	0.0153032	0.451128	0.013165	32.8507
7875	-27032.78	-26853.57	-179.2114	0.01366011	0.0001699928	0.8475891	0.7993541	0.329248	0.279612	0.132937	0.258203	4.72012e-45	1.02835e-22	1.1999e-09	4	0.0075365	0.543611	0.0212186	0.0063373	0.412681	0.00861567	31.09674
7880	-27043.28	-26862.48	-180.7972	0.009694583	0.0001680876	0.848181	0.8008697	0.328655	0.282334	0.127573	0.261438	4.42439e-63	9.95966e-32	2.1788e-13	4	0.00748349	0.510509	0.0229734	0.00300736	0.451316	0.00471063	30.65393
7885	-27036.79	-26857.3	-179.4923	0.02786078	0.0001634608	0.8476056	0.803037	0.328627	0.27822	0.131738	0.261416	1.37282e-22	1.75161e-11	5.49456e-05	3.99995	0.00781771	0.533309	0.0239994	0.00329008	0.416785	0.0147997	33.9953
7890	-27038.04	-26859.72	-178.319	0.01730318	0.0001622572	0.8487631	0.8034158	0.328627	0.27822	0.131738	0.261416	8.97929e-36	4.48384e-18	1.01054e-07	4	0.0080838	0.509726	0.0248163	0.00910098	0.430971	0.0173026	31.90469
7895	-27040.88	-26860.35	-180.5301	0.008058992	0.0001698253	0.8478139	0.8033367	0.318158	0.287435	0.136101	0.258306	1.10177e-75	4.9708e-38	5.28201e-16	4	0.00683127	0.554304	0.0183923	0.00502738	0.400547	0.0148978	28.47315
7900	-27033.37	-26853.28	-180.0919	0.01058494	0.0001600915	0.8472749	0.8055324	0.330675	0.284274	0.129586	0.255465	7.40634e-58	4.0746e-29	2.64356e-12	4	0.0115317	0.553775	0.0165822	0.00173563	0.404259	0.012116	32.32333
7905	-27042.05	-26860.36	-181.686	0.03911024	0.0001600494	0.8513839	0.8050747	0.323299	0.28764	0.131135	0.257926	2.25135e-16	2.24097e-08	0.00106913	3.99893	0.0108184	0.51952	0.0155565	0.00332052	0.438754	0.0120304	31.03905
7910	-27030.53	-26851.96	-178.5673	0.03631817	0.000167375	0.8499548	0.8067668	0.320957	0.285556	0.130185	0.263302	1.47637e-17	5.74004e-09	0.000607602	3.99939	0.0114411	0.549402	0.0285013	0.00804692	0.384984	0.0176248	33.02353
7915	-27032.71	-26851.41	-181.3007	0.003169671	0.0001707639	0.8489866	0.8078603	0.326559	0.286347	0.128824	0.25827	6.38412e-191	1.19706e-95	6.44555e-40	4	0.00927116	0.5475	0.0293968	0.00630877	0.39708	0.0104435	25.34229
7920	-27035.1	-26857.27	-177.826	0.04127452	0.0001709245	0.8461009	0.8069605	0.330293	0.285724	0.126219	0.257764	1.44372e-15	5.67382e-08	0.00157185	3.99843	0.00579264	0.533116	0.027515	0.00320848	0.416789	0.013579	36.65982
7925	-27032.13	-26852.53	-179.5987	0.06611827	0.0001555314	0.8477285	0.8065679	0.326171	0.287896	0.127179	0.258754	4.35108e-10	3.10833e-05	0.021522	3.97845	0.00540503	0.533161	0.0291578	0.00510598	0.416824	0.010346	30.27243
7930	-27034.14	-26853.05	-181.0903	0.02212618	0.0001628329	0.8495749	0.8066387	0.323203	0.28995	0.126248	0.2606	3.44615e-28	2.7766e-14	3.78536e-06	4	0.0067163	0.54194	0.022119	0.00165978	0.417048	0.0105163	28.49369
7935	-27043.74	-26862.03	-181.7133	0.04134684	0.0001728615	0.8488771	0.8064568	0.323241	0.280954	0.128084	0.267721	1.53106e-15	5.84289e-08	0.00159111	3.99841	0.00653793	0.558795	0.0152242	0.00323308	0.405972	0.010237	26.7404
7940	-27032.28	-26854.49	-177.7923	0.04415737	0.0001899709	0.8472038	0.8067199	0.327153	0.286048	0.130266	0.256533	1.29294e-14	1.69753e-07	0.0024767	3.99752	0.00587996	0.50063	0.0202914	0.00203749	0.464719	0.00644227	26.05423
7945	-27028.94	-26850.93	-178.0126	0.06051224	0.0001804615	0.8459723	0.8097339	0.328433	0.283254	0.130776	0.257537	6.24328e-11	1.17798e-05	0.0143866	3.9856	0.00462479	0.542928	0.0328948	0.00346982	0.403227	0.0128556	28.61935
7950	-27026.41	-26849.43	-176.9894	0.01786181	0.0001908271	0.8506727	0.8099455	0.327962	0.282847	0.132023	0.257168	1.10003e-34	1.56932e-17	1.69955e-07	4	0.00546037	0.546229	0.025032	0.00466653	0.405679	0.0129337	28.1101
7955	-27037.57	-26862.41	-175.1589	0.03803635	0.0002017692	0.8498333	0.8091557	0.32043	0.286018	0.133502	0.26005	8.27758e-17	1.35896e-08	0.000868772	3.99913	0.00927734	0.501564	0.0262161	0.00410622	0.449545	0.00929081	30.23167
