Iteration	Posterior	Likelihood	Prior	alpha	clock	lambda	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	rates[1]	rates[2]	rates[3]	rates[4]	rates[5]	rates[6]	tmrca
2485	-27032.01	-26858.71	-173.2953	0.03015644	0.0002079948	0.8296586	0.8485289	0.324084	0.281682	0.134232	0.260002	6.06e-21	1.16354e-10	0.000120543	3.99988	0.0141513	0.486934	0.0209105	0.00357134	0.451303	0.0231305	23.78457
2490	-27034.19	-26859.32	-174.8652	0.06051783	0.0001917707	0.8310587	0.8488776	0.328571	0.279874	0.132206	0.259348	6.25651e-11	1.17923e-05	0.0143929	3.9856	0.00927399	0.52073	0.0130588	0.00960809	0.438006	0.00932382	22.59196
2495	-27027.81	-26851.33	-176.4754	0.05570532	0.0001981134	0.8302204	0.8511013	0.328007	0.280319	0.131914	0.25976	8.65382e-12	4.38743e-06	0.00954847	3.99045	0.0123392	0.519854	0.0144009	0.00682889	0.437269	0.00930814	26.48899
2500	-27041.96	-26861.74	-180.2205	0.05408043	0.0001976596	0.8300803	0.8475691	0.327205	0.277948	0.137284	0.257563	4.09821e-12	3.01969e-06	0.00817712	3.99182	0.00692824	0.509776	0.036202	0.00917318	0.428792	0.0091277	27.24748
2505	-27040.9	-26865.14	-175.7637	0.01242559	0.000189539	0.8301303	0.8493289	0.326209	0.281159	0.133578	0.259054	1.97296e-49	6.64925e-25	1.48092e-10	4	0.00742436	0.544549	0.0138885	0.00889641	0.415855	0.00938747	24.56487
2510	-27030.43	-26854.37	-176.0531	0.01128524	0.0001753688	0.8286587	0.8459244	0.324059	0.279306	0.132698	0.263937	2.50676e-54	2.37036e-27	1.42753e-11	4	0.00577158	0.559242	0.0147935	0.00379494	0.402994	0.0134037	27.86724
2515	-27032.09	-26856.8	-175.2907	0.02261674	0.0001645339	0.8302325	0.8470541	0.326975	0.28182	0.132252	0.258954	1.34119e-27	5.47739e-14	5.01819e-06	3.99999	0.00577713	0.55978	0.0218154	0.00325933	0.403381	0.00598688	30.30297
2520	-27033.14	-26855.39	-177.7452	0.002610799	0.0001722035	0.832127	0.8494578	0.329245	0.281353	0.132033	0.25737	1.39766e-231	5.60131e-116	2.35312e-48	4	0.00959356	0.542925	0.0224496	0.00523449	0.411247	0.00855113	28.78802
2525	-27030.84	-26853.71	-177.133	0.01387666	0.0001778754	0.8342289	0.8488148	0.327379	0.288295	0.129885	0.25444	2.30013e-44	2.27004e-22	1.66673e-09	4	0.00901903	0.531811	0.0231895	0.00519911	0.399587	0.0311939	27.62257
2530	-27035.29	-26855.83	-179.4532	0.02488767	0.0001880996	0.8346602	0.8495101	0.32565	0.290598	0.128093	0.255659	3.60025e-25	8.97241e-13	1.60119e-05	3.99998	0.00500798	0.524598	0.0248854	0.00557933	0.42881	0.0111202	23.55375
2535	-27037.24	-26860.41	-176.823	0.01386368	0.0001821249	0.8370828	0.850314	0.32565	0.290598	0.128093	0.255659	2.09469e-44	2.1663e-22	1.63468e-09	4	0.0103418	0.514023	0.0235971	0.00655129	0.437452	0.00803436	28.52117
2540	-27038.69	-26856.32	-182.3715	0.04349301	0.0001923843	0.8365593	0.850657	0.325423	0.287318	0.127492	0.259768	8.005e-15	1.33577e-07	0.00224228	3.99776	0.00975205	0.535155	0.0251994	0.00633812	0.412507	0.0110487	24.39382
2545	-27025.93	-26852.08	-173.8548	0.06494873	0.0001947939	0.8382517	0.8523402	0.327039	0.284224	0.131766	0.256971	2.98341e-10	2.57411e-05	0.0199013	3.98007	0.00781742	0.534221	0.0256493	0.00948767	0.411787	0.0110378	25.84451
2550	-27024.84	-26849.46	-175.3831	0.06839971	0.000203535	0.8382737	0.8511769	0.326038	0.284366	0.131858	0.257738	8.75293e-10	4.4078e-05	0.0248804	3.97508	0.00796963	0.544623	0.0236521	0.00687155	0.403095	0.0137888	24.44656
2555	-27020.04	-26844.26	-175.7743	0.06184997	0.0001974224	0.8381784	0.8516032	0.326038	0.284366	0.131858	0.257738	1.02449e-10	1.50882e-05	0.0159434	3.98404	0.00720914	0.547063	0.0217087	0.0127712	0.404901	0.00634604	24.8116
2560	-27027.74	-26852.1	-175.6421	0.02092931	0.0001969	0.8374123	0.8503272	0.32735	0.28551	0.128366	0.258775	9.58009e-30	4.62995e-15	1.80006e-06	4	0.00971528	0.515229	0.0197857	0.0137125	0.434744	0.00681375	25.78164
2565	-27030.7	-26853.92	-176.7848	0.04853966	0.0001914638	0.837714	0.8508365	0.323133	0.2873	0.12917	0.260397	2.19892e-13	6.99798e-07	0.00445766	3.99554	0.00926893	0.547043	0.0325093	0.0108636	0.392963	0.00735176	24.12258
2570	-27042.54	-26867.05	-175.4887	0.02257759	0.0001920781	0.8385731	0.8516609	0.322132	0.287725	0.129362	0.260782	1.20595e-27	5.19391e-14	4.90874e-06	4	0.00380919	0.583614	0.0304484	0.00432205	0.368051	0.0097554	24.12258
2575	-27032.86	-26855.65	-177.2008	0.05276187	0.00018492	0.8412048	0.8518221	0.330987	0.283966	0.127672	0.257375	2.16011e-12	2.19256e-06	0.00716	3.99284	0.00684683	0.553296	0.0260564	0.0114571	0.391158	0.0111859	27.63743
2580	-27028.91	-26854.36	-174.5501	0.05834787	0.000178778	0.8383473	0.8526037	0.330039	0.283153	0.130169	0.256639	2.66996e-11	7.70482e-06	0.0120623	3.98793	0.00534858	0.491618	0.0203546	0.0111525	0.46045	0.011077	27.63743
2585	-27028.64	-26854.51	-174.1309	0.0123926	0.0001812623	0.839664	0.8520607	0.327837	0.281264	0.129301	0.261598	1.46606e-49	5.73179e-25	1.39242e-10	4	0.00513392	0.50164	0.0273602	0.00754207	0.450809	0.00751471	28.58229
2590	-27026.81	-26851.68	-175.127	0.0144364	0.0001968203	0.8411523	0.8527313	0.324115	0.282822	0.130017	0.263046	1.10636e-42	1.57429e-21	3.72313e-09	4	0.00554726	0.505694	0.0239352	0.00827551	0.444595	0.0119526	26.37474
2595	-27032.09	-26853.95	-178.138	0.07248142	0.0001753598	0.84094	0.8547504	0.324892	0.284606	0.131552	0.258951	2.73869e-09	7.79414e-05	0.0315232	3.9684	0.00549841	0.501241	0.0174597	0.012735	0.44068	0.0223859	26.62263
2600	-27041.6	-26859.49	-182.1167	0.01017242	0.0001746339	0.8399718	0.8548663	0.325722	0.285333	0.131888	0.257057	3.6562e-60	2.86295e-30	8.78127e-13	4	0.00798816	0.508503	0.0184509	0.00716309	0.454584	0.00331048	28.21196
2605	-27033.12	-26855.03	-178.084	0.03369805	0.0001746339	0.8399203	0.8538078	0.324373	0.284151	0.131342	0.260135	7.59367e-19	1.30209e-09	0.000328334	3.99967	0.0109902	0.511674	0.0245918	0.00399344	0.427193	0.0215572	29.7265
2610	-27034.84	-26854.22	-180.6229	0.03328341	0.0001848141	0.8421068	0.8539742	0.324373	0.284151	0.131342	0.260135	4.54889e-19	1.00782e-09	0.000295227	3.9997	0.00558581	0.545614	0.0252766	0.00425833	0.401036	0.0182292	27.81759
2615	-27035.72	-26857.71	-178.0083	0.01297512	0.0001709407	0.8409161	0.8525171	0.320741	0.285464	0.132456	0.261338	2.22439e-47	7.0599e-24	3.94771e-10	4	0.0047891	0.528004	0.0255244	0.00964829	0.424643	0.00739129	29.41387
2620	-27041.82	-26864.55	-177.2717	0.0235523	0.0001798579	0.8428516	0.8525844	0.325895	0.283299	0.131451	0.259355	1.53055e-26	1.85019e-13	8.31597e-06	3.99999	0.0106184	0.520552	0.031237	0.00457004	0.419557	0.0134654	31.53531
2625	-27032.93	-26858.48	-174.4462	0.02860758	0.0001788114	0.8419706	0.8493656	0.320618	0.288168	0.130803	0.260411	5.03125e-22	3.35306e-11	7.19356e-05	3.99993	0.00968249	0.521437	0.0256711	0.00518448	0.42027	0.0177547	26.36522
2630	-27033.96	-26858.61	-175.3533	0.002705925	0.0001879929	0.8420761	0.8500516	0.324601	0.284061	0.129209	0.262129	1.78735e-223	6.33418e-112	1.13228e-46	4	0.011483	0.559048	0.0279259	0.00712914	0.370627	0.023787	30.70323
2635	-27027.95	-26857.96	-169.9944	0.02933196	0.0002052286	0.8412019	0.8529615	0.324601	0.284061	0.129209	0.262129	1.66478e-21	6.09895e-11	9.22032e-05	3.99991	0.0122385	0.540707	0.0222568	0.00797181	0.395012	0.0218137	24.58047
2640	-27025.79	-26854.42	-171.3715	0.03773517	0.0002154409	0.8401988	0.8534423	0.326687	0.280096	0.129829	0.263387	6.18857e-17	1.17506e-08	0.000817914	3.99918	0.00660724	0.562727	0.0231631	0.00518307	0.380402	0.0219175	26.56522
2645	-27026.46	-26855.09	-171.3707	0.008279316	0.000215602	0.8408862	0.8525683	0.323602	0.281095	0.130977	0.264326	1.0718e-73	4.90261e-37	1.36564e-15	4	0.00583802	0.539325	0.0248753	0.00639555	0.406113	0.0174532	24.80895
2650	-27024.98	-26850.32	-174.6599	0.05640202	0.0001838002	0.8400638	0.8531038	0.327914	0.28484	0.132722	0.254525	1.17669e-11	5.11578e-06	0.0101769	3.98982	0.0088502	0.536899	0.0289968	0.0122958	0.404287	0.00867115	27.67555
2655	-27030.02	-26855.85	-174.1687	0.05056839	0.0001872396	0.8399839	0.8539833	0.330107	0.281981	0.13295	0.254962	6.91305e-13	1.24059e-06	0.00565306	3.99435	0.0090029	0.492268	0.0232213	0.0135309	0.457019	0.00495766	26.16619
2660	-27034.2	-26858.21	-175.9916	0.05303804	0.0001998016	0.8391171	0.854037	0.329021	0.281988	0.131621	0.25737	2.47669e-12	2.34768e-06	0.00736602	3.99263	0.0125816	0.55833	0.0250049	0.00597821	0.393054	0.00505152	24.78034
2665	-27041.43	-26862.79	-178.6343	0.044311	0.0001955871	0.8406434	0.852795	0.331439	0.278594	0.135696	0.254272	1.44159e-14	1.79243e-07	0.00253323	3.99747	0.00442041	0.553781	0.0186283	0.00623727	0.404009	0.0129231	24.04472
2670	-27037.02	-26859.02	-177.9994	0.002918048	0.0001919878	0.8409366	0.853798	0.328589	0.287847	0.123069	0.260495	2.66844e-207	7.73938e-104	2.57252e-43	4	0.0036411	0.532123	0.0294796	0.00703281	0.421314	0.00640919	22.81376
2675	-27031.79	-26855.93	-175.8629	0.0001249443	0.0002188414	0.8416614	0.8546928	0.329967	0.283091	0.125354	0.261588	0	0	0	4	0.00925022	0.549944	0.0238731	0.00277925	0.403398	0.0107548	22.76476
2680	-27033.4	-26858.48	-174.9234	0.05733082	0.0002142388	0.8426556	0.8535216	0.320355	0.285285	0.130744	0.263615	1.75197e-11	6.24181e-06	0.0110529	3.98894	0.00862246	0.555529	0.0236533	0.00441367	0.397756	0.0100249	21.87076
2685	-27029.09	-26858.18	-170.9121	0.05148707	0.0001995522	0.8425009	0.852689	0.319529	0.287127	0.130407	0.262936	1.1273e-12	1.58408e-06	0.00625649	3.99374	0.0072839	0.527923	0.0192593	0.00844051	0.424226	0.012867	27.3572
2690	-27029.56	-26856.2	-173.3606	0.0008662778	0.0001786666	0.8423947	0.8526114	0.324313	0.284915	0.13236	0.258411	0	0	1.00363e-144	4	0.00512035	0.548784	0.028557	0.0119128	0.389838	0.0157878	32.42567
2695	-27025.76	-26849.32	-176.4416	0.03737651	0.000192812	0.8430148	0.8521635	0.324798	0.284711	0.132265	0.258226	4.35028e-17	9.85227e-09	0.000760256	3.99924	0.00516836	0.55393	0.0288248	0.00751682	0.393494	0.0110654	26.41469
2700	-27027.38	-26852.68	-174.6991	0.07614823	0.0001892723	0.8416342	0.8504481	0.317375	0.287841	0.133719	0.261065	6.87487e-09	0.000123451	0.0381547	3.96172	0.00976073	0.551314	0.0286887	0.00667694	0.391636	0.0119232	29.45165
2705	-27039.55	-26864.81	-174.74	0.04282975	0.0002106426	0.8376741	0.8478791	0.316598	0.287137	0.133392	0.262872	4.88699e-15	1.04375e-07	0.00202414	3.99798	0.0117762	0.547478	0.0309307	0.012245	0.384862	0.0127078	26.51501
2710	-27023.53	-26850.97	-172.5633	0.0004782925	0.0002258639	0.8377916	0.8447084	0.325988	0.28443	0.129188	0.260394	0	0	1.01895e-261	4	0.0116955	0.561833	0.0175015	0.00790684	0.382382	0.0186808	23.41222
2715	-27024.64	-26854.67	-169.9692	0.03693713	0.0002162344	0.8362752	0.8451074	0.326513	0.284482	0.125033	0.263972	2.79861e-17	7.90251e-09	0.000693786	3.99931	0.0107475	0.54368	0.018013	0.0183771	0.393559	0.0156231	23.7932
2720	-27019.18	-26853.37	-165.8059	0.01133632	0.0002409084	0.8350527	0.8462303	0.328205	0.285956	0.128546	0.257293	4.3604e-54	3.12621e-27	1.6013e-11	4	0.010256	0.518817	0.0171893	0.0150218	0.425537	0.0131792	22.28314
2725	-27019.75	-26852.81	-166.9439	0.0739822	0.0002419296	0.8348317	0.8445907	0.32649	0.287711	0.134739	0.25106	4.03587e-09	9.46042e-05	0.0341635	3.96574	0.00994933	0.519296	0.0219164	0.00793435	0.426919	0.0139845	21.83596
2730	-27019.91	-26853.1	-166.8111	0.03697958	0.0002579077	0.8340832	0.8453673	0.320837	0.284301	0.133187	0.261675	2.92178e-17	8.07451e-09	0.000700012	3.9993	0.0129203	0.514463	0.0332245	0.00259088	0.422947	0.0138544	22.41758
2735	-27016.53	-26851.35	-165.1819	0.02653452	0.0002385495	0.8348711	0.8446008	0.324841	0.285804	0.133891	0.255464	1.14187e-23	5.05229e-12	3.28013e-05	3.99997	0.00693021	0.523473	0.0263443	0.000817653	0.430051	0.0123833	20.12463
2740	-27025.69	-26858.07	-167.6167	0.05142009	0.0002362152	0.8351757	0.8451911	0.3274	0.28018	0.134945	0.257476	1.08846e-12	1.55657e-06	0.00621116	3.99379	0.00797117	0.498561	0.0209155	0.003189	0.452435	0.0169281	21.62881
2745	-27025.29	-26858.39	-166.9058	0.04332187	0.0002405872	0.8363625	0.8462723	0.325437	0.284496	0.134136	0.255932	7.05813e-15	1.25431e-07	0.00218449	3.99782	0.00809799	0.502159	0.0180028	0.00656474	0.449216	0.0159594	22.24527
2750	-27029.18	-26858.34	-170.8388	0.02623097	0.0002400783	0.8338168	0.8443226	0.325108	0.288723	0.131594	0.254575	6.23835e-24	3.73446e-12	2.89351e-05	3.99997	0.00766161	0.540814	0.0229274	0.00633088	0.40837	0.0138966	20.80128
2755	-27021.22	-26852.49	-168.7302	0.05143937	0.0002317096	0.8329938	0.8426203	0.325108	0.288723	0.131594	0.254575	1.09951e-12	1.56444e-06	0.00622419	3.99377	0.00923141	0.501473	0.0292358	0.00703503	0.441838	0.0111873	20.8033
2760	-27029.4	-26856.21	-173.1959	0.07152404	0.0002363504	0.8313536	0.8445972	0.325108	0.288723	0.131594	0.254575	2.12044e-09	6.85874e-05	0.0298936	3.97004	0.00635188	0.497544	0.0290068	0.00375047	0.454288	0.00905899	21.69187
2765	-27031.93	-26858.72	-173.2134	0.01858774	0.0002152353	0.8308182	0.8469878	0.327173	0.28784	0.131191	0.253796	2.27893e-33	7.14243e-17	3.18753e-07	4	0.00688334	0.509178	0.0355443	0.00376786	0.437874	0.00675298	18.99453
2770	-27031.97	-26861.79	-170.1791	0.01765378	0.0002558023	0.8309797	0.8481	0.328612	0.287228	0.129068	0.255092	4.40785e-35	9.93411e-18	1.40581e-07	4	0.0144905	0.523443	0.032862	0.00687357	0.414724	0.00760706	21.77832
2775	-27025.2	-26853.56	-171.6491	0.03705641	0.000243168	0.8278786	0.845169	0.330668	0.285936	0.129452	0.253944	3.15788e-17	8.39436e-09	0.000711386	3.99929	0.0145027	0.530251	0.0253019	0.00776858	0.415072	0.00710414	23.02477
2780	-27025.24	-26855.29	-169.948	0.04985914	0.0002238068	0.8271382	0.8456478	0.327012	0.282774	0.135227	0.254987	4.68122e-13	1.02094e-06	0.00521395	3.99479	0.00800806	0.478522	0.0203882	0.00390684	0.469577	0.019598	23.52024
2785	-27026.53	-26853.85	-172.6741	0.04137483	0.000207967	0.8292994	0.84528	0.326072	0.283921	0.131823	0.258185	1.56618e-15	5.9095e-08	0.00159861	3.9984	0.00332769	0.525723	0.0162851	0.00209266	0.44233	0.0102414	25.03088
2790	-27026.71	-26855.33	-171.3806	0.01610432	0.0002039765	0.83028	0.8462731	0.325733	0.28579	0.130561	0.257917	2.30727e-38	2.27313e-19	2.93172e-08	4	0.00490063	0.522022	0.032008	0.00162636	0.422817	0.0166261	24.03285
2795	-27028.6	-26857.64	-170.963	0.02692968	0.0002177122	0.8286823	0.8445893	0.325733	0.28579	0.130561	0.257917	2.45768e-23	7.41189e-12	3.8455e-05	3.99996	0.00672117	0.497218	0.0338803	0.00104671	0.447551	0.0135831	22.81887
2800	-27026.7	-26852.75	-173.9507	0.08620194	0.0002107493	0.8291394	0.8461863	0.323867	0.286377	0.13099	0.258765	5.73692e-08	0.00035631	0.0592405	3.9404	0.00541212	0.505028	0.0262984	0.00157998	0.451151	0.0105305	22.00273
2805	-27021.33	-26850.48	-170.8485	0.01640846	0.0002118239	0.8286709	0.8468633	0.326609	0.281513	0.131704	0.260175	1.13769e-37	5.04748e-19	4.08225e-08	4	0.0101924	0.517355	0.0248397	0.0031333	0.426127	0.0183523	25.3947
2810	-27028.52	-26857.27	-171.256	0.05398913	0.000224963	0.827001	0.8467019	0.326609	0.281513	0.131704	0.260175	3.9244e-12	2.95498e-06	0.00810394	3.99189	0.00502398	0.534389	0.0246783	0.00323647	0.423805	0.00886727	24.56608
2815	-27028.15	-26855.79	-172.3586	0.03661531	0.0002036217	0.8294564	0.8449328	0.326609	0.281513	0.131704	0.260175	2.01236e-17	6.70129e-09	0.000647914	3.99935	0.00679641	0.534906	0.0164707	0.00704626	0.424215	0.0105662	23.79131
2820	-27024.59	-26851.23	-173.3585	0.01931141	0.0002091788	0.8272736	0.8459586	0.320562	0.285642	0.131953	0.261843	3.72785e-32	2.88856e-16	5.69222e-07	4	0.00692232	0.515559	0.0183974	0.00391468	0.441206	0.0139999	24.64523
2825	-27032.69	-26857.25	-175.4384	0.05581543	0.0001718003	0.8270373	0.8458721	0.320562	0.285642	0.131953	0.261843	9.0891e-12	4.49637e-06	0.00964616	3.99035	0.00388955	0.567552	0.0157493	0.00396477	0.389829	0.0190153	29.17579
2830	-27031.95	-26854.03	-177.922	0.03106183	0.0001756079	0.8286637	0.847747	0.322298	0.290993	0.130524	0.256185	2.31383e-20	2.27341e-10	0.000159161	3.99984	0.00730294	0.5158	0.0179172	0.00467316	0.437026	0.0172813	27.54357
2835	-27031.61	-26852.38	-179.2236	0.02583857	0.0001735571	0.8300253	0.8466989	0.321946	0.290676	0.131473	0.255906	2.79595e-24	2.50018e-12	2.44974e-05	3.99998	0.00507011	0.547374	0.0142199	0.00311341	0.42608	0.00414253	27.061
2840	-27031.01	-26854	-177.01	0.03319406	0.000174742	0.8316955	0.8448498	0.321177	0.29237	0.131159	0.255294	4.06653e-19	9.52894e-10	0.000288442	3.99971	0.00892334	0.510423	0.0298557	0.00372005	0.437876	0.00920138	30.59362
2845	-27037.96	-26858.23	-179.7314	0.03905747	0.0001857092	0.831822	0.843046	0.321177	0.29237	0.131159	0.255294	2.14611e-16	2.18797e-08	0.00105857	3.99894	0.00693254	0.550643	0.0271532	0.0106043	0.40033	0.00433695	30.00524
2850	-27033.07	-26854	-179.0678	0.03311438	0.0001795288	0.8345461	0.8435011	0.321177	0.29237	0.131159	0.255294	3.6778e-19	9.06212e-10	0.000282493	3.99972	0.0068398	0.54704	0.0318479	0.00439994	0.397711	0.012162	28.54825
2855	-27039.08	-26861.73	-177.3436	0.05836673	0.0001807374	0.8388709	0.8435004	0.325352	0.289013	0.133273	0.252362	2.69053e-11	7.73443e-06	0.0120815	3.98791	0.0104299	0.525164	0.0235122	0.00600769	0.425975	0.00891076	28.47419
2860	-27033.9	-26856.8	-177.1064	0.05375492	0.00017028	0.8405831	0.8447757	0.323717	0.28515	0.132603	0.25853	3.50916e-12	2.79434e-06	0.00791812	3.99208	0.00638749	0.538484	0.024881	0.00812215	0.412175	0.00994995	29.70859
2865	-27025.95	-26851.48	-174.4688	0.03628708	0.000190989	0.8400591	0.8441099	0.322258	0.283865	0.132005	0.261871	1.42888e-17	5.64697e-09	0.000603495	3.9994	0.011495	0.532792	0.0247127	0.00770395	0.409387	0.013909	29.37
2870	-27035.92	-26859.55	-176.3723	0.05711641	0.0001888878	0.8421277	0.8428231	0.329912	0.283093	0.125835	0.261159	1.60001e-11	5.96507e-06	0.0108468	3.98915	0.0113981	0.528303	0.0261341	0.010748	0.405938	0.0174789	25.8332
2875	-27033.96	-26861.45	-172.5117	0.02434366	0.0002003557	0.8418287	0.8424154	0.335845	0.283258	0.125908	0.25499	1.03699e-25	4.8156e-13	1.2368e-05	3.99999	0.0163416	0.551551	0.0272841	0.00586767	0.383766	0.0151895	26.0944
2880	-27036.94	-26857.76	-179.178	0.02861351	0.0001825239	0.842705	0.8411057	0.333978	0.277498	0.130307	0.258216	5.08205e-22	3.36995e-11	7.20857e-05	3.99993	0.00780466	0.529583	0.025613	0.00440528	0.418185	0.0144084	29.56831
2885	-27034.75	-26857.86	-176.8899	0.02194656	0.000179672	0.8432515	0.8413843	0.327439	0.288356	0.131452	0.252753	2.0637e-28	2.14871e-14	3.40335e-06	4	0.00852013	0.530539	0.0229375	0.00312308	0.41894	0.01594	28.74164
2890	-27029.65	-26852.79	-176.862	0.0141987	0.0001660084	0.845901	0.8410236	0.32708	0.289137	0.131308	0.252475	2.21704e-43	7.04746e-22	2.66715e-09	4	0.00731201	0.536671	0.0232026	0.00303017	0.423782	0.00600275	29.62146
2895	-27032.88	-26853.07	-179.8067	0.01337235	0.0001774771	0.8478297	0.8381785	0.322255	0.29099	0.13215	0.254605	5.31547e-46	3.45103e-23	7.62695e-10	4	0.00714946	0.549392	0.0176405	0.00282158	0.414361	0.0086359	26.77332
2900	-27029.53	-26850.68	-178.8574	0.0544458	0.0001849914	0.8463497	0.8336744	0.3298	0.282962	0.130706	0.256532	4.86715e-12	3.29071e-06	0.00847405	3.99152	0.0116138	0.562254	0.0234406	0.00876143	0.376588	0.0173424	28.55781
2905	-27026.97	-26849.58	-177.3927	0.0123839	0.0001754094	0.8463161	0.8331471	0.329731	0.283648	0.130679	0.255942	1.35522e-49	5.51087e-25	1.36989e-10	4	0.010557	0.535175	0.0222986	0.00891178	0.403358	0.0197	27.46058
2910	-27033.42	-26855.88	-177.5428	0.01375122	0.0001894319	0.8475301	0.8319246	0.328501	0.28259	0.133922	0.254987	9.24622e-45	1.43928e-22	1.37955e-09	4	0.0164262	0.511278	0.0213891	0.00619509	0.423707	0.0210043	26.24998
2915	-27033.6	-26853.57	-180.0297	0.07277175	0.000176002	0.848597	0.834074	0.317091	0.290512	0.135359	0.257037	2.9557e-09	8.09686e-05	0.0320258	3.96789	0.0165385	0.514775	0.0290099	0.00623987	0.426605	0.00683244	27.1027
2920	-27032.53	-26853.28	-179.2503	0.009840787	0.000176002	0.8486939	0.8367323	0.329702	0.281663	0.134062	0.254573	3.70253e-62	2.88112e-31	3.3859e-13	4	0.0165514	0.515176	0.0299971	0.00457857	0.426937	0.00675948	27.45224
2925	-27040.96	-26860.09	-180.8638	0.06815332	0.0001720844	0.8491093	0.8384688	0.332769	0.284283	0.126006	0.256942	8.13487e-10	4.24942e-05	0.0245053	3.97545	0.0174227	0.542297	0.0315762	0.00265707	0.390293	0.0157545	29.4223
2930	-27034.39	-26854.43	-179.9646	0.04703274	0.0001713229	0.8484065	0.8382908	0.324876	0.284337	0.133796	0.25699	8.80877e-14	4.42976e-07	0.00368728	3.99631	0.0118183	0.521387	0.0301652	0.00558848	0.413884	0.017157	30.49925
2935	-27037.69	-26856.69	-180.9998	0.04703274	0.0001588826	0.8516328	0.837831	0.323593	0.283214	0.133268	0.259925	8.80877e-14	4.42976e-07	0.00368728	3.99631	0.0125072	0.513024	0.0296814	0.00697818	0.427487	0.0103219	29.44309
2940	-27031.76	-26850.66	-181.0966	0.00893932	0.0001740413	0.852678	0.8354143	0.325894	0.285228	0.134215	0.254663	2.50608e-68	2.37052e-34	1.77599e-14	4	0.00978472	0.506536	0.0205426	0.00695081	0.451829	0.0043569	25.89684
2945	-27027.77	-26850.54	-177.2251	0.005620571	0.00016331	0.853457	0.8341374	0.324875	0.280645	0.133796	0.260684	4.28201e-108	3.09954e-54	9.9351e-23	4	0.00765278	0.531982	0.0179124	0.00742048	0.425796	0.00923602	29.29779
2950	-27024.67	-26849.89	-174.7828	0.04622521	0.0001810034	0.8556388	0.8334234	0.32564	0.285734	0.131808	0.256818	5.2644e-14	3.42473e-07	0.00331389	3.99669	0.00809809	0.516541	0.0321851	0.00343021	0.43041	0.0093361	29.65119
2955	-27035.46	-26858.31	-177.1566	0.02297103	0.0002033193	0.8582567	0.8349912	0.323117	0.278563	0.132969	0.265352	3.45173e-27	8.78685e-14	6.10551e-06	3.99999	0.00422554	0.543198	0.0198522	0.0048981	0.407064	0.0207622	26.86517
2960	-27026.19	-26853.55	-172.6442	0.01611195	0.0001953612	0.8589368	0.8337933	0.328142	0.285481	0.128982	0.257396	2.40325e-38	2.31992e-19	2.95662e-08	4	0.00752662	0.517393	0.0277537	0.00508834	0.422874	0.0193648	28.70093
2965	-27027.01	-26854.18	-172.8264	0.005496646	0.0001782192	0.8611756	0.8319076	0.3267	0.288621	0.128415	0.256264	1.6468e-110	1.9222e-55	3.13343e-23	4	0.0113147	0.526851	0.0276053	0.00407477	0.415136	0.0150185	27.1182
2970	-27021.06	-26849.4	-171.6609	0.03346381	0.0002023348	0.8590639	0.8274175	0.3211	0.286146	0.131539	0.261215	5.69386e-19	1.12753e-09	0.0003093	3.99969	0.00985695	0.532586	0.0206332	0.00163549	0.419655	0.0156334	25.68314
2975	-27026.52	-26853.77	-172.7484	0.06559669	0.0002014702	0.8590489	0.8294712	0.321264	0.285781	0.131607	0.261348	3.68326e-10	2.85998e-05	0.0207907	3.97918	0.00405035	0.569176	0.015306	0.00178246	0.393033	0.0166525	26.75783
2980	-27022.82	-26849.8	-173.0269	0.01437822	0.0002038536	0.8580459	0.8295	0.324151	0.281358	0.133472	0.261019	7.50195e-43	1.29636e-21	3.43477e-09	4	0.0100749	0.574871	0.0249851	0.00530804	0.378803	0.00595786	25.32372
2985	-27029.98	-26855.05	-174.9236	0.06311044	0.0001895029	0.8564837	0.8294524	0.324151	0.281358	0.133472	0.261019	1.60263e-10	1.88692e-05	0.0174942	3.98249	0.00615363	0.548851	0.0191893	0.00274192	0.416077	0.00698622	26.98945
2990	-27021.39	-26850.28	-171.1136	0.05115947	0.0002012677	0.8532629	0.8291208	0.323585	0.282613	0.133239	0.260563	9.48821e-13	1.45333e-06	0.00603678	3.99396	0.00593722	0.529549	0.0265115	0.0031111	0.425875	0.0090158	25.42667
2995	-27024.22	-26852.23	-171.9814	0.04190387	0.0002154789	0.8546811	0.8291202	0.325007	0.283855	0.136206	0.254931	2.39064e-15	7.30075e-08	0.00174517	3.99825	0.00934774	0.514537	0.0207929	0.00426482	0.440842	0.0102155	25.2839
3000	-27037.23	-26863.74	-173.4937	0.04231436	0.0001898877	0.8545345	0.8289615	0.32343	0.279572	0.134999	0.261999	3.29506e-15	8.57092e-08	0.00186525	3.99813	0.00244244	0.534065	0.0309956	0.00909045	0.416778	0.00662858	27.97065
3005	-27036.84	-26858.89	-177.9509	0.04231436	0.0001941355	0.8531717	0.8291907	0.321801	0.282334	0.134319	0.261546	3.29506e-15	8.57092e-08	0.00186525	3.99813	0.00316719	0.572655	0.0198713	0.00691262	0.393717	0.00367657	25.29771
3010	-27026.67	-26853.11	-173.5681	0.04514649	0.0001953082	0.854013	0.8330125	0.321801	0.282334	0.134319	0.261546	2.57173e-14	2.39389e-07	0.00285635	3.99714	0.00380651	0.54841	0.026066	0.00692114	0.412488	0.00230736	25.7428
